repeat,split,sequence_id,label
5,test,c55847179934,prayer_beads
5,test,9b07ae691ee2,deer_horn
5,test,22258c77b24a,three_finger_bent
5,test,b7495fa948df,orchid_palm
5,test,17403ac8aaef,deer_horn
5,test,e2d391c756d3,prayer_beads
5,test,da1ffae5f0a2,orchid_palm
5,test,9200d2d93b19,flower_pinch
5,test,55bf340eadd0,orchid_palm
5,test,f26082036e3f,prayer_beads
5,test,9510f2b06a82,orchid_palm
5,test,af21c5f117be,orchid_finger
5,test,f2b323c2533c,prayer_beads
5,test,553c0b19a4f6,orchid_finger
5,test,8d490e349a56,deer_horn
5,test,8764065ac663,orchid_palm
5,test,f0b24a58900a,prayer_beads
5,test,c62c446c0ccf,orchid_finger
5,test,9d2ca79b7a9e,deer_horn
5,test,e649d8e33325,deer_horn
5,test,6a9f2004d7e9,three_finger_bent
5,test,eae98ad1ab96,deer_horn
5,test,bc6a0b9f695e,deer_horn
5,test,ee6710fadfd3,orchid_finger
5,test,e383fe6f8e3c,orchid_finger
5,test,874e30fee1df,orchid_palm
5,test,cbef34d0c133,orchid_palm
5,test,ee37db102cde,three_finger_bent
5,test,cdb90f5b9fec,deer_horn
5,test,81ad1a9e78fa,orchid_palm
5,test,c95334b741f6,orchid_finger
5,test,6d6e57f6c646,orchid_palm
5,test,c5b9fc9e3bb0,prayer_beads
5,test,8c2dad0c4cfa,three_finger_bent
5,test,597f99241813,flower_pinch
5,test,e98094963e55,flower_pinch
5,test,d5692b1ff000,three_finger_bent
5,test,706d6f4c2061,three_finger_bent
5,test,eedcd7c58526,deer_horn
5,test,aa1f81d624a9,prayer_beads
5,test,505452b22e06,deer_horn
5,test,a4f834da011b,flower_pinch
5,test,17dd78dd74ea,deer_horn
5,test,f25e3cbe53c1,deer_horn
5,test,3b46b5044d7d,prayer_beads
5,test,1d0e62a6a7aa,orchid_palm
5,test,f85ee5c0252c,flower_pinch
5,test,8fd89d0ace39,orchid_palm
5,test,3d5cfe36147b,flower_pinch
5,test,a0c1252ee362,orchid_palm
5,test,7597358efd8b,three_finger_bent
5,test,4e8175d00fb4,orchid_palm
5,test,c17a0b2ed916,orchid_finger
5,test,7fb1cb8e0b1e,orchid_finger
5,test,09dc2f057497,prayer_beads
5,test,743521b0f73a,orchid_finger
5,test,50d5b45a64e5,three_finger_bent
5,test,0e3664e2254e,orchid_palm
5,test,90e40c3b645c,prayer_beads
5,test,db70aea60cf4,flower_pinch
5,test,cf06bd8e63b0,prayer_beads
5,test,88d9c6914c6a,prayer_beads
5,test,4a163017caff,flower_pinch
5,test,98c96afd8e2f,deer_horn
5,test,92cdf10f2594,orchid_palm
5,test,c9a5b4833267,three_finger_bent
5,test,5d7fd03c7e61,orchid_palm
5,test,e078f346d502,three_finger_bent
5,test,8e2dd6d14fff,flower_pinch
5,test,6f511b9bd1e6,orchid_palm
5,test,5267becf7c76,orchid_finger
5,test,918262be397a,orchid_finger
5,test,68374eb33bd8,three_finger_bent
5,test,9897660778b7,prayer_beads
5,test,8f459030a523,orchid_palm
5,test,1bdd3f18777d,orchid_palm
5,test,1f834441de71,deer_horn
5,test,a3bbc3e5bce8,prayer_beads
5,test,17360e901685,flower_pinch
5,test,c2467c682e7e,flower_pinch
5,test,31310173430f,three_finger_bent
5,test,db39c266a790,deer_horn
5,test,2f6a97017de9,three_finger_bent
5,test,144ec3480b65,flower_pinch
5,test,ad6b689f1d87,deer_horn
5,test,ca086ba3b9cd,prayer_beads
5,test,b3db83d5063a,prayer_beads
5,test,a17401a3710a,flower_pinch
5,test,02031cd71838,orchid_finger
5,test,05c116dc4ea7,three_finger_bent
5,test,99315e5eaef4,deer_horn
5,test,e49a32eb1560,prayer_beads
5,test,e30742f7f077,orchid_finger
5,test,f2f5ee4d38b5,three_finger_bent
5,test,013813bfd4b6,three_finger_bent
5,test,9b0d7cac27a4,flower_pinch
5,test,5a1568c6b575,flower_pinch
5,test,607f4e7c3370,flower_pinch
5,test,83922cc421de,deer_horn
5,test,4f1e2ed0c7db,prayer_beads
5,test,8fa04d7b0a36,orchid_finger
5,test,1cabad167392,orchid_palm
6,train,8f5918cf5741,prayer_beads
6,train,666d9ac2dedb,deer_horn
6,train,7e9d9bde7c38,prayer_beads
6,train,8764065ac663,orchid_palm
6,train,fe356bb47a53,orchid_palm
6,train,ad75d77fe593,orchid_palm
6,train,18921f341339,orchid_finger
6,train,4a163017caff,flower_pinch
6,train,2dedc2a68a21,flower_pinch
6,train,2d78255194cb,orchid_finger
6,train,706d6f4c2061,three_finger_bent
6,train,df438784161c,orchid_finger
6,train,d5922c1146c7,deer_horn
6,train,e37d11d914db,three_finger_bent
6,train,8d3758285d71,three_finger_bent
6,train,1f834441de71,deer_horn
6,train,b1043ad7a1fd,flower_pinch
6,train,c5b9fc9e3bb0,prayer_beads
6,test,c55847179934,prayer_beads
6,test,cf2d104edd27,orchid_finger
6,test,dd7fb6f24a48,deer_horn
6,test,3077ba49d2d6,orchid_finger
6,test,ba5410675a72,prayer_beads
6,test,97d5716e7da1,orchid_finger
6,test,3c2319a95c1a,prayer_beads
6,test,92cdf10f2594,orchid_palm
6,test,90168382c6e9,orchid_palm
6,test,98559383b333,flower_pinch
6,test,eedcd7c58526,deer_horn
6,test,656bdfd0170d,orchid_palm
6,test,aedea94bab5a,prayer_beads
6,test,db39c266a790,deer_horn
6,test,35a9c396f1a4,orchid_finger
6,test,cbef0ec6aba2,flower_pinch
6,test,b1d9b9fd9b47,three_finger_bent
6,test,72fbde018892,deer_horn
6,test,d7d0deef648a,orchid_palm
6,test,be4b7f82fc84,prayer_beads
6,test,224a51a1dd12,orchid_palm
6,test,7597358efd8b,three_finger_bent
6,test,57c7e4a382bd,deer_horn
6,test,e47cab926107,three_finger_bent
6,test,99a20727e3a0,orchid_palm
6,test,ea3497d6cef4,orchid_finger
6,test,8965bab92aa4,three_finger_bent
6,test,ec805aeab0cb,deer_horn
6,test,eee4b32d4fd5,three_finger_bent
6,test,b31399221485,three_finger_bent
6,test,713b83443851,orchid_finger
6,test,02031cd71838,orchid_finger
6,test,b6f557d08f31,flower_pinch
6,test,e30742f7f077,orchid_finger
6,test,13b760fe42f8,prayer_beads
6,test,e2dfbd47d619,orchid_palm
6,test,d714acc9b9f2,prayer_beads
6,test,855c535c6a77,orchid_palm
6,test,102f03365f11,orchid_palm
6,test,597f99241813,flower_pinch
6,test,a4d892c9d4e3,three_finger_bent
6,test,c6ede3201cb2,deer_horn
6,test,55f3899121d9,orchid_palm
6,test,c62c446c0ccf,orchid_finger
6,test,f7c4c9d9223b,three_finger_bent
6,test,8c5bd6c3925d,flower_pinch
6,test,938c6a0d1043,deer_horn
6,test,f6e089c6ee0b,flower_pinch
6,test,09dc2f057497,prayer_beads
6,test,418c8916b65e,orchid_palm
6,test,620554bbc09a,flower_pinch
6,test,c44d56eae143,prayer_beads
6,test,c95334b741f6,orchid_finger
6,test,4a1b0f7cb862,orchid_finger
6,test,fccdc04e24f5,prayer_beads
6,test,167a4c6fc138,three_finger_bent
6,test,a822aed127f5,flower_pinch
6,test,5a3dc528e04d,deer_horn
6,test,13223bfbd5ee,flower_pinch
6,test,ea4efbd686b9,deer_horn
6,test,28d14f2d48f6,orchid_palm
6,test,db70aea60cf4,flower_pinch
6,test,7a8eb842e518,prayer_beads
6,test,f286e3bd08ff,flower_pinch
6,test,99315e5eaef4,deer_horn
6,test,3ec659725d6d,orchid_finger
6,test,a36973700099,orchid_finger
6,test,c445d8e9ffda,prayer_beads
6,test,4816b5a56406,flower_pinch
6,test,65b37f058392,deer_horn
6,test,bbe485c6a5d7,orchid_palm
6,test,7c5d2a4ee66e,flower_pinch
6,test,97912d893b82,orchid_finger
6,test,6c2dcd5e9ae5,orchid_palm
6,test,ff214b889ee0,three_finger_bent
6,test,b3db83d5063a,prayer_beads
6,test,b7ac182a9b13,deer_horn
6,test,852124b36f11,orchid_palm
6,test,eae2b467b678,three_finger_bent
6,test,dc1412571fa7,prayer_beads
6,test,01fd6a3af833,flower_pinch
6,test,a286c8c9db47,orchid_palm
6,test,8eb1e0a2d155,deer_horn
6,test,251f6006a2a2,flower_pinch
6,test,4a71d94f6047,three_finger_bent
6,test,7d5fc5144077,orchid_finger
6,test,2a8a7deb3ecb,prayer_beads
6,test,f94a82f53977,flower_pinch
6,test,927d32f10adf,flower_pinch
6,test,9e82bd60bcff,orchid_finger
6,test,46c0b04a88e9,three_finger_bent
6,test,aa482e09b8bc,deer_horn
6,test,17403ac8aaef,deer_horn
6,test,f43069368ec6,orchid_finger
6,test,412c0b227fc0,three_finger_bent
6,test,7c395fd3b721,three_finger_bent
6,test,bec0e0714be5,three_finger_bent
6,test,c2a6c80f6451,deer_horn
6,test,2c611fe52599,orchid_palm
6,test,597539acae4b,orchid_palm
6,test,a3f39e62654a,orchid_palm
6,test,24335f186a87,orchid_palm
6,test,3ae3dfcde5c7,flower_pinch
6,test,f0b24a58900a,prayer_beads
6,test,8c2dad0c4cfa,three_finger_bent
6,test,475b632197d9,orchid_finger
6,test,7c3605d89168,prayer_beads
6,test,1c84fb7a8f72,flower_pinch
6,test,6530ab71aaa2,deer_horn
6,test,215a4cade2a6,prayer_beads
6,test,59e5f0ad43d1,orchid_palm
6,test,14b9a0194276,orchid_palm
6,test,b556f11f43b2,three_finger_bent
6,test,c719c5fab19e,orchid_finger
6,test,38d177749246,deer_horn
7,train,49e9f07e201b,deer_horn
7,train,5a1568c6b575,flower_pinch
7,train,f2f5ee4d38b5,three_finger_bent
7,train,a608ba06813c,orchid_finger
7,train,435ce8fb33a5,deer_horn
7,train,99ec30476f59,orchid_palm
7,train,6a9f2004d7e9,three_finger_bent
7,train,4f2b5b9edc58,flower_pinch
7,train,6c2f10962256,orchid_finger
7,train,66710026bce3,prayer_beads
7,train,cc78a42c6dc0,three_finger_bent
7,train,cf4a676b5324,deer_horn
7,train,747c66adf62f,prayer_beads
7,train,c62c446c0ccf,orchid_finger
7,train,f9c70a8fc4e4,orchid_palm
7,train,b4bfdcc422a4,flower_pinch
7,train,71544165422a,orchid_palm
7,train,7c3605d89168,prayer_beads
7,test,8f5918cf5741,prayer_beads
7,test,ab3d7a2c11b4,orchid_palm
7,test,db135c9eec51,prayer_beads
7,test,d1f605f1fcc9,flower_pinch
7,test,553c0b19a4f6,orchid_finger
7,test,28963d343c56,orchid_finger
7,test,a6deadfbe02c,three_finger_bent
7,test,8434590289cd,orchid_palm
7,test,d9e4eb5486f3,flower_pinch
7,test,f2b323c2533c,prayer_beads
7,test,d42c53f263c8,orchid_finger
7,test,e078f346d502,three_finger_bent
7,test,59e5f0ad43d1,orchid_palm
7,test,8fa04d7b0a36,orchid_finger
7,test,80cc5ff63e7e,orchid_finger
7,test,9e82bd60bcff,orchid_finger
7,test,cdc106a2c6e5,deer_horn
7,test,cbfc925af7a9,prayer_beads
7,test,c6ede3201cb2,deer_horn
7,test,2a8a7deb3ecb,prayer_beads
7,test,e67852a203b2,prayer_beads
7,test,539a413b384f,flower_pinch
7,test,0dbeb1a8df16,deer_horn
7,test,ee73f970fb19,prayer_beads
7,test,8d490e349a56,deer_horn
7,test,07d55faaaef1,orchid_palm
7,test,9a918862c434,three_finger_bent
7,test,56f5ccb9a473,flower_pinch
7,test,5efb0e1b3b94,orchid_finger
7,test,010a5011bcfd,orchid_finger
7,test,09dc2f057497,prayer_beads
7,test,9c3dce491b52,deer_horn
7,test,79aab8196fdd,deer_horn
7,test,68039669c7b8,deer_horn
7,test,f94a82f53977,flower_pinch
7,test,18921f341339,orchid_finger
7,test,a4a40ba1c9e1,orchid_finger
7,test,d1412a35214d,three_finger_bent
7,test,70915ba8c98c,flower_pinch
7,test,620554bbc09a,flower_pinch
7,test,9b9c00604de9,orchid_palm
7,test,a822aed127f5,flower_pinch
7,test,04e16016884a,orchid_finger
7,test,a8b6f1321bd5,orchid_finger
7,test,b0ab67dbfd24,three_finger_bent
7,test,e02d0ba05950,orchid_finger
7,test,e0cd28478a3a,orchid_palm
7,test,425e947b303e,deer_horn
7,test,db70aea60cf4,flower_pinch
7,test,eedcd7c58526,deer_horn
7,test,02788771595a,prayer_beads
7,test,22258c77b24a,three_finger_bent
7,test,8c56b18ab337,prayer_beads
7,test,223f5619f740,flower_pinch
7,test,2d237e4a1d0b,deer_horn
7,test,b31399221485,three_finger_bent
7,test,4e949007e0e5,orchid_palm
7,test,e73522e35522,orchid_finger
7,test,c4fda800833e,deer_horn
7,test,38d177749246,deer_horn
7,test,db9729894815,orchid_palm
7,test,f6e089c6ee0b,flower_pinch
7,test,0e3e9a68b1ee,flower_pinch
7,test,e6caf1c42e89,orchid_palm
7,test,775602311a86,orchid_palm
7,test,d2ada17068ed,orchid_palm
7,test,72a235c9218a,three_finger_bent
7,test,538ec863bb75,deer_horn
7,test,a0c1252ee362,orchid_palm
7,test,df281fd4d6c9,deer_horn
7,test,da1ffae5f0a2,orchid_palm
7,test,9814244d256e,deer_horn
7,test,17403ac8aaef,deer_horn
7,test,297c992a3f01,three_finger_bent
7,test,e49a32eb1560,prayer_beads
7,test,dd960d56ba2e,orchid_palm
7,test,c445d8e9ffda,prayer_beads
7,test,cbef34d0c133,orchid_palm
7,test,a69e7fdc59b2,flower_pinch
7,test,a5fe68f14455,orchid_finger
7,test,42a4ec684008,orchid_finger
7,test,a27fbc906336,flower_pinch
7,test,e1fc3dd80451,orchid_palm
7,test,f286e3bd08ff,flower_pinch
7,test,852124b36f11,orchid_palm
7,test,ad6b689f1d87,deer_horn
7,test,ad75d77fe593,orchid_palm
7,test,6d6e57f6c646,orchid_palm
7,test,374b01f70a69,three_finger_bent
7,test,8f5e5a691461,three_finger_bent
7,test,6d6cd1c6eba8,three_finger_bent
7,test,ca086ba3b9cd,prayer_beads
7,test,7c907ad18ed9,three_finger_bent
7,test,6248c818c98a,prayer_beads
7,test,f7c4c9d9223b,three_finger_bent
7,test,31310173430f,three_finger_bent
7,test,2f6a97017de9,three_finger_bent
7,test,5ca5876b73e7,flower_pinch
7,test,02031cd71838,orchid_finger
7,test,418c8916b65e,orchid_palm
7,test,a286c8c9db47,orchid_palm
7,test,c70aba6435d2,orchid_finger
7,test,78df284ad35b,prayer_beads
7,test,825618fb225f,deer_horn
7,test,4b6d928951b9,three_finger_bent
7,test,af36849e1bf1,flower_pinch
7,test,cdce0ff32f24,flower_pinch
7,test,94336838e554,orchid_finger
7,test,a65164b9d698,flower_pinch
7,test,f25e3cbe53c1,deer_horn
7,test,be8d1d3c90c6,prayer_beads
7,test,6af5f80ea634,prayer_beads
7,test,61f19bac48be,orchid_palm
7,test,21cf94ae0db2,three_finger_bent
7,test,e2d391c756d3,prayer_beads
8,train,7d00828615b5,orchid_finger
8,train,6d6cd1c6eba8,three_finger_bent
8,train,b4586f6ff52c,orchid_palm
8,train,ea4c18ea28b7,three_finger_bent
8,train,4a1b0f7cb862,orchid_finger
8,train,0811126d80b5,deer_horn
8,train,a727998a1b7d,orchid_palm
8,train,c9a5b4833267,three_finger_bent
8,train,88d9c6914c6a,prayer_beads
8,train,08f6838eb763,deer_horn
8,train,422b75765199,orchid_finger
8,train,93e7d139d98d,prayer_beads
8,train,4a163017caff,flower_pinch
8,train,8e2dd6d14fff,flower_pinch
8,train,505452b22e06,deer_horn
8,train,10669b510bec,orchid_palm
8,train,db70aea60cf4,flower_pinch
8,train,be8d1d3c90c6,prayer_beads
8,test,7e3657292274,orchid_finger
8,test,c5b9fc9e3bb0,prayer_beads
8,test,7799cca66807,orchid_palm
8,test,a36973700099,orchid_finger
8,test,3ae3dfcde5c7,flower_pinch
8,test,e7bd80074a35,flower_pinch
8,test,167a4c6fc138,three_finger_bent
8,test,cbfc925af7a9,prayer_beads
8,test,e641f135d028,orchid_palm
8,test,a7afff61595c,orchid_palm
8,test,8fa04d7b0a36,orchid_finger
8,test,aedea94bab5a,prayer_beads
8,test,72a235c9218a,three_finger_bent
8,test,0dbeb1a8df16,deer_horn
8,test,8b6e948c5446,three_finger_bent
8,test,cf2d104edd27,orchid_finger
8,test,9510f2b06a82,orchid_palm
8,test,e37d11d914db,three_finger_bent
8,test,fe0830cc7db3,three_finger_bent
8,test,85188dece6d4,deer_horn
8,test,ee73f970fb19,prayer_beads
8,test,7c907ad18ed9,three_finger_bent
8,test,cc78a42c6dc0,three_finger_bent
8,test,dc1412571fa7,prayer_beads
8,test,ca086ba3b9cd,prayer_beads
8,test,2c21941e57f9,deer_horn
8,test,df438784161c,orchid_finger
8,test,9aa50ec1efaa,three_finger_bent
8,test,d63635c1356e,three_finger_bent
8,test,379735a15bb8,prayer_beads
8,test,83922cc421de,deer_horn
8,test,b1f351513f50,orchid_palm
8,test,ee7a7b5dd1d7,prayer_beads
8,test,f2b323c2533c,prayer_beads
8,test,eae2b467b678,three_finger_bent
8,test,b4f57c1e7812,prayer_beads
8,test,837ea2767e1c,flower_pinch
8,test,bd273b573d29,prayer_beads
8,test,855c535c6a77,orchid_palm
8,test,ea3497d6cef4,orchid_finger
8,test,539a413b384f,flower_pinch
8,test,a286c8c9db47,orchid_palm
8,test,4597aaed3875,deer_horn
8,test,fbd9a6c1e22c,orchid_finger
8,test,a6deadfbe02c,three_finger_bent
8,test,b805d106eb4c,orchid_finger
8,test,b1d9b9fd9b47,three_finger_bent
8,test,538ec863bb75,deer_horn
8,test,1bdd3f18777d,orchid_palm
8,test,874e30fee1df,orchid_palm
8,test,c55847179934,prayer_beads
8,test,8f332720276f,orchid_finger
8,test,749278a7cbec,deer_horn
8,test,fccdc04e24f5,prayer_beads
8,test,a27fbc906336,flower_pinch
8,test,699ea20fcd1b,prayer_beads
8,test,e6caf1c42e89,orchid_palm
8,test,224a51a1dd12,orchid_palm
8,test,8a61a8d620d5,flower_pinch
8,test,ef78d436972e,flower_pinch
8,test,f26082036e3f,prayer_beads
8,test,620554bbc09a,flower_pinch
8,test,4d93d544e72c,deer_horn
8,test,cdb90f5b9fec,deer_horn
8,test,e30742f7f077,orchid_finger
8,test,743521b0f73a,orchid_finger
8,test,144ec3480b65,flower_pinch
8,test,c2a6c80f6451,deer_horn
8,test,0e4f4ee4e14c,flower_pinch
8,test,d5922c1146c7,deer_horn
8,test,852124b36f11,orchid_palm
8,test,70915ba8c98c,flower_pinch
8,test,0e3e9a68b1ee,flower_pinch
8,test,eedcd7c58526,deer_horn
8,test,14b9a0194276,orchid_palm
8,test,b4bfdcc422a4,flower_pinch
8,test,9200d2d93b19,flower_pinch
8,test,cc53d590d185,orchid_finger
8,test,4ad79a00344c,orchid_finger
8,test,68039669c7b8,deer_horn
8,test,885e68b19437,orchid_palm
8,test,2c611fe52599,orchid_palm
8,test,e383fe6f8e3c,orchid_finger
8,test,80cc5ff63e7e,orchid_finger
8,test,b301d3628cb7,three_finger_bent
8,test,bd20f5ba0da3,orchid_palm
8,test,297c992a3f01,three_finger_bent
8,test,17403ac8aaef,deer_horn
8,test,77f3501cc038,flower_pinch
8,test,fe91df670e61,prayer_beads
8,test,f43069368ec6,orchid_finger
8,test,aeda1bd65a82,orchid_finger
8,test,ee8be4262526,orchid_palm
8,test,4db7f3db8142,orchid_palm
8,test,9814244d256e,deer_horn
8,test,7570179303af,orchid_palm
8,test,cd47e798e2ae,three_finger_bent
8,test,0945e8accdd1,deer_horn
8,test,412c0b227fc0,three_finger_bent
8,test,d5692b1ff000,three_finger_bent
8,test,3d45f17da2ea,flower_pinch
8,test,077732e35af3,orchid_finger
8,test,3682f386ff1c,prayer_beads
8,test,088859eb0563,deer_horn
8,test,23475596218f,orchid_palm
8,test,c2467c682e7e,flower_pinch
8,test,9f965c57a01a,orchid_finger
8,test,c6ede3201cb2,deer_horn
8,test,2472e1c1ad51,flower_pinch
8,test,b0dc5759d572,flower_pinch
8,test,81ad1a9e78fa,orchid_palm
8,test,65b37f058392,deer_horn
8,test,2f6a97017de9,three_finger_bent
8,test,64b8975639c4,orchid_palm
8,test,0078bb88405b,prayer_beads
9,train,8255189f725d,prayer_beads
9,train,96fc17d19424,orchid_palm
9,train,4ad79a00344c,orchid_finger
9,train,e47cab926107,three_finger_bent
9,train,85188dece6d4,deer_horn
9,train,0e3e9a68b1ee,flower_pinch
9,train,224a51a1dd12,orchid_palm
9,train,e705d6b681c2,deer_horn
9,train,d0e025e85f60,prayer_beads
9,train,077732e35af3,orchid_finger
9,train,fc3e749cb1f3,flower_pinch
9,train,ea4c18ea28b7,three_finger_bent
9,train,bf60b395dae0,orchid_finger
9,train,7597358efd8b,three_finger_bent
9,train,0dbeb1a8df16,deer_horn
9,train,71544165422a,orchid_palm
9,train,3ae3dfcde5c7,flower_pinch
9,train,7a8eb842e518,prayer_beads
9,test,13223bfbd5ee,flower_pinch
9,test,0cc3fe974e06,prayer_beads
9,test,d282dc86376e,three_finger_bent
9,test,a7afff61595c,orchid_palm
9,test,13271a043d83,orchid_finger
9,test,c4fda800833e,deer_horn
9,test,79aab8196fdd,deer_horn
9,test,a3f39e62654a,orchid_palm
9,test,dc1412571fa7,prayer_beads
9,test,cc78a42c6dc0,three_finger_bent
9,test,743521b0f73a,orchid_finger
9,test,fe0830cc7db3,three_finger_bent
9,test,4db7f3db8142,orchid_palm
9,test,4eb3a90dac1b,three_finger_bent
9,test,749278a7cbec,deer_horn
9,test,81ad1a9e78fa,orchid_palm
9,test,29d318a0a47c,prayer_beads
9,test,7799cca66807,orchid_palm
9,test,9897660778b7,prayer_beads
9,test,8a61a8d620d5,flower_pinch
9,test,297c992a3f01,three_finger_bent
9,test,8f332720276f,orchid_finger
9,test,5e4f7ed352eb,flower_pinch
9,test,96644269d5c5,orchid_palm
9,test,7c3605d89168,prayer_beads
9,test,de1b27901fcd,flower_pinch
9,test,b16e21ec4a2f,three_finger_bent
9,test,a0c1252ee362,orchid_palm
9,test,2294550ff000,three_finger_bent
9,test,f631b47141c7,orchid_finger
9,test,cdb921f24eb1,orchid_palm
9,test,4fae75bc215d,orchid_palm
9,test,0da65ec5dfa1,flower_pinch
9,test,e635b04f95b4,orchid_finger
9,test,7ee41d89e6c5,flower_pinch
9,test,70915ba8c98c,flower_pinch
9,test,8b6e948c5446,three_finger_bent
9,test,cf06bd8e63b0,prayer_beads
9,test,db135c9eec51,prayer_beads
9,test,18921f341339,orchid_finger
9,test,b1d9b9fd9b47,three_finger_bent
9,test,6f511b9bd1e6,orchid_palm
9,test,3077ba49d2d6,orchid_finger
9,test,e078f346d502,three_finger_bent
9,test,ea0777b243d8,orchid_finger
9,test,b10fec1d468f,deer_horn
9,test,8218dec7c3bc,orchid_palm
9,test,837ea2767e1c,flower_pinch
9,test,ea9b0c52712b,orchid_finger
9,test,3942ffd00cbd,deer_horn
9,test,e83978ff4839,flower_pinch
9,test,e37d11d914db,three_finger_bent
9,test,9243f28755dc,orchid_palm
9,test,41db104dde92,orchid_finger
9,test,251f6006a2a2,flower_pinch
9,test,3d45f17da2ea,flower_pinch
9,test,6d6e57f6c646,orchid_palm
9,test,8499016c001a,deer_horn
9,test,7c20efdf5db1,prayer_beads
9,test,17403ac8aaef,deer_horn
9,test,e00aac6a3046,three_finger_bent
9,test,be4b7f82fc84,prayer_beads
9,test,b08d555f834e,orchid_finger
9,test,5bee273a53c9,orchid_palm
9,test,9b0d7cac27a4,flower_pinch
9,test,cddcaa7ad5fd,deer_horn
9,test,b14f304bea6c,orchid_palm
9,test,d1412a35214d,three_finger_bent
9,test,284106f49a48,deer_horn
9,test,e3051e08aa18,flower_pinch
9,test,c719c5fab19e,orchid_finger
9,test,49e9f07e201b,deer_horn
9,test,4f1e2ed0c7db,prayer_beads
9,test,a4f834da011b,flower_pinch
9,test,029acf1c8098,orchid_palm
9,test,a8d03726efc2,deer_horn
9,test,e7bd80074a35,flower_pinch
9,test,2a8a7deb3ecb,prayer_beads
9,test,2c1e23d635ff,orchid_finger
9,test,22cf7a87c9ab,orchid_palm
9,test,4b2088a7f4bc,flower_pinch
9,test,cdce0ff32f24,flower_pinch
9,test,3470642f312f,orchid_palm
9,test,9e82bd60bcff,orchid_finger
9,test,9b5b9fac7e73,prayer_beads
9,test,ea3497d6cef4,orchid_finger
9,test,56c88f568131,deer_horn
9,test,64b8975639c4,orchid_palm
9,test,492ec5de579e,prayer_beads
9,test,ee6710fadfd3,orchid_finger
9,test,013813bfd4b6,three_finger_bent
9,test,7a42a86413ee,deer_horn
9,test,b4586f6ff52c,orchid_palm
9,test,aeda1bd65a82,orchid_finger
9,test,699ea20fcd1b,prayer_beads
9,test,57c7e4a382bd,deer_horn
9,test,e2d391c756d3,prayer_beads
9,test,9200d2d93b19,flower_pinch
9,test,b795f1462f25,orchid_palm
9,test,e1a23abc119d,deer_horn
9,test,9b07ae691ee2,deer_horn
9,test,422b75765199,orchid_finger
9,test,e35dc6af27b7,deer_horn
9,test,b31399221485,three_finger_bent
9,test,4b90985a0dca,three_finger_bent
9,test,6a9f2004d7e9,three_finger_bent
9,test,b8fc1565ebd4,prayer_beads
9,test,52f13c73e616,deer_horn
9,test,15b1b2a699ed,three_finger_bent
9,test,ea4efbd686b9,deer_horn
9,test,6581d1c1d710,flower_pinch
9,test,56fca544f99b,orchid_palm
9,test,66710026bce3,prayer_beads
9,test,02788771595a,prayer_beads
9,test,a0ad3bbf32c6,orchid_finger
10,train,68374eb33bd8,three_finger_bent
10,train,b5c72eee6031,orchid_palm
10,train,a3c7fe048c12,deer_horn
10,train,5267becf7c76,orchid_finger
10,train,8fa04d7b0a36,orchid_finger
10,train,4b2088a7f4bc,flower_pinch
10,train,b35ffddf5af4,flower_pinch
10,train,2a8a7deb3ecb,prayer_beads
10,train,fccdc04e24f5,prayer_beads
10,train,2d78255194cb,orchid_finger
10,train,a17401a3710a,flower_pinch
10,train,e1a23abc119d,deer_horn
10,train,90f1a984a449,orchid_palm
10,train,4a6c95ae95b0,prayer_beads
10,train,6c7d13236bbf,three_finger_bent
10,train,4597aaed3875,deer_horn
10,train,b795f1462f25,orchid_palm
10,train,15b1b2a699ed,three_finger_bent
10,test,3d45f17da2ea,flower_pinch
10,test,97912d893b82,orchid_finger
10,test,4fae75bc215d,orchid_palm
10,test,37a21bbfb2e1,orchid_palm
10,test,36f8da0a0c37,orchid_palm
10,test,7e3657292274,orchid_finger
10,test,b61cb14c9598,orchid_finger
10,test,2df654ae7a73,orchid_finger
10,test,dc1412571fa7,prayer_beads
10,test,7c3605d89168,prayer_beads
10,test,c5b9fc9e3bb0,prayer_beads
10,test,22cf7a87c9ab,orchid_palm
10,test,8d490e349a56,deer_horn
10,test,4a163017caff,flower_pinch
10,test,eae2b467b678,three_finger_bent
10,test,ad9e732b29b2,prayer_beads
10,test,666d9ac2dedb,deer_horn
10,test,ee6710fadfd3,orchid_finger
10,test,f94a82f53977,flower_pinch
10,test,db70aea60cf4,flower_pinch
10,test,b4586f6ff52c,orchid_palm
10,test,f8c41f8182b0,orchid_finger
10,test,e649d8e33325,deer_horn
10,test,196af66c4870,orchid_palm
10,test,80cc5ff63e7e,orchid_finger
10,test,9897660778b7,prayer_beads
10,test,ee37db102cde,three_finger_bent
10,test,e67852a203b2,prayer_beads
10,test,b7495fa948df,orchid_palm
10,test,b16e21ec4a2f,three_finger_bent
10,test,e83978ff4839,flower_pinch
10,test,8eb1e0a2d155,deer_horn
10,test,b16eed4c076d,deer_horn
10,test,553c0b19a4f6,orchid_finger
10,test,cc78a42c6dc0,three_finger_bent
10,test,d3e4d9834acb,orchid_finger
10,test,a3bbc3e5bce8,prayer_beads
10,test,ee73f970fb19,prayer_beads
10,test,92ec2d35b523,prayer_beads
10,test,2c21941e57f9,deer_horn
10,test,392a69adcef6,flower_pinch
10,test,c2467c682e7e,flower_pinch
10,test,bec0e0714be5,three_finger_bent
10,test,5a1568c6b575,flower_pinch
10,test,22258c77b24a,three_finger_bent
