sequence_id,label,severity,mode,fingers,landmark_indices,start_frame_offset,end_frame_offset_exclusive,sequence_length,noise_std_scale,mean_affected_displacement,max_affected_displacement,seed
b4586f6ff52c,orchid_palm,medium,freeze,ring,14;15;16,15,25,33,0.05,0.21488337571099153,0.42062702688717346,42
029acf1c8098,orchid_palm,medium,drift,middle,10;11;12,3,15,40,0.05,0.9813923427007665,1.8759863956657818,42
7799cca66807,orchid_palm,medium,freeze,middle,10;11;12,16,25,30,0.05,0.6387868851478271,1.1784297928496095,42
3bc9481d2495,orchid_palm,medium,collapse,thumb,2;3;4,11,19,24,0.05,0.39276350858017034,0.6216090934446642,42
96644269d5c5,orchid_palm,medium,freeze,middle,10;11;12,4,15,35,0.05,0.8348668885695889,1.920775272098351,42
4517781a2c8f,orchid_palm,medium,freeze,ring,14;15;16,13,24,34,0.05,0.24056522783755782,0.4952455121279603,42
23475596218f,orchid_palm,medium,freeze,middle,10;11;12,5,12,23,0.05,0.7976754898228806,1.3209263202221904,42
9243f28755dc,orchid_palm,medium,freeze,pinky,18;19;20,2,5,8,0.05,0.14855740881979282,0.26935602782517365,42
bd20f5ba0da3,orchid_palm,medium,drift,ring,14;15;16,11,20,28,0.05,0.5579668856818941,1.1080271635690004,42
bbe485c6a5d7,orchid_palm,medium,freeze,thumb,2;3;4,17,26,30,0.05,0.29905356927286675,0.5593855446986888,42
a0c1252ee362,orchid_palm,medium,freeze,ring,14;15;16,4,8,11,0.05,0.948604007012294,1.5189267780109792,42
7d660200fd8d,orchid_palm,medium,drift,middle,10;11;12,17,26,29,0.05,0.389856484086309,0.7393206594824766,42
3470642f312f,orchid_palm,medium,collapse,pinky,18;19;20,0,11,35,0.05,0.5200465795747173,0.808683978390061,42
56fca544f99b,orchid_palm,medium,collapse,index,6;7;8,18,30,38,0.05,0.7676425461027176,1.2286514508322592,42
92cdf10f2594,orchid_palm,medium,collapse,pinky,18;19;20,34,50,51,0.05,0.7726470961586016,1.4798157312108646,42
418c8916b65e,orchid_palm,medium,drift,ring,14;15;16,3,13,33,0.05,0.24752317209880273,0.6291978115378388,42
6d6e57f6c646,orchid_palm,medium,drift,thumb,2;3;4,3,13,31,0.05,0.2488853785984992,0.42105827253266176,42
775602311a86,orchid_palm,medium,freeze,pinky,18;19;20,16,25,29,0.05,0.3958929394659461,0.5260603450899275,42
dd960d56ba2e,orchid_palm,medium,collapse,ring,14;15;16,5,18,42,0.05,0.7727326302699049,1.3530402117225295,42
874e30fee1df,orchid_palm,medium,drift,ring,14;15;16,16,27,35,0.05,0.7119890761144075,1.1821797455637102,42
be4837217a68,orchid_palm,medium,drift,middle,10;11;12,20,29,29,0.05,0.3649677973677793,0.6448735436373693,42
8218dec7c3bc,orchid_palm,medium,drift,middle,10;11;12,16,28,40,0.05,0.5910557041059717,1.4258394379872015,42
90168382c6e9,orchid_palm,medium,drift,ring,14;15;16,11,22,34,0.05,0.5722977615234629,0.8960927752264805,42
22cf7a87c9ab,orchid_palm,medium,freeze,middle,10;11;12,1,10,27,0.05,0.3065169346730245,0.9882616149932278,42
99a20727e3a0,orchid_palm,medium,freeze,thumb,2;3;4,17,28,36,0.05,0.3599598178803365,0.6426480910963932,42
4e949007e0e5,orchid_palm,medium,collapse,index,6;7;8,20,31,35,0.05,0.6951802450683335,0.9602708820747969,42
d1ddba246804,orchid_palm,medium,freeze,middle,10;11;12,13,27,44,0.05,0.20372014179506945,0.4306303973423768,42
c9c8314e6ee1,orchid_palm,medium,collapse,ring,14;15;16,7,16,29,0.05,0.6470862678493731,0.9895100231041669,42
ad75d77fe593,orchid_palm,medium,drift,pinky,18;19;20,10,23,43,0.05,0.5237614444564531,0.7160679322983919,42
9510f2b06a82,orchid_palm,medium,drift,ring,14;15;16,20,29,30,0.05,0.8626723461580738,1.9764927526730727,42
19d69d349b91,orchid_palm,medium,collapse,index,6;7;8,4,14,32,0.05,0.8222282584403453,1.0873453778944908,42
a286c8c9db47,orchid_palm,medium,collapse,index,6;7;8,14,26,38,0.05,0.8055488050230762,1.0353579334578715,42
a7afff61595c,orchid_palm,medium,collapse,middle,10;11;12,21,35,44,0.05,0.5422323365058288,0.7149565936338299,42
9b9c00604de9,orchid_palm,medium,collapse,index,6;7;8,26,39,42,0.05,1.0315080918020356,1.4709429813802297,42
4e8175d00fb4,orchid_palm,medium,collapse,middle,10;11;12,11,20,27,0.05,0.6402295179875601,0.9194720528954637,42
8f459030a523,orchid_palm,medium,collapse,index,6;7;8,11,21,31,0.05,0.7715342959992181,1.1199646995586223,42
61f19bac48be,orchid_palm,medium,collapse,thumb,2;3;4,29,50,67,0.05,0.36106728562798945,0.5837553953444172,42
e0cd28478a3a,orchid_palm,medium,drift,ring,14;15;16,10,20,32,0.05,0.27871143194909426,0.6837084392148621,42
855c535c6a77,orchid_palm,medium,collapse,thumb,2;3;4,15,23,26,0.05,0.41344950319066753,0.5715490942235759,42
5d7fd03c7e61,orchid_palm,medium,drift,thumb,2;3;4,22,34,39,0.05,0.42174426468835463,0.8634158217716854,42
bf60b395dae0,orchid_finger,medium,collapse,pinky,18;19;20,26,41,49,0.05,0.4561689073348562,0.5929940329348061,42
41db104dde92,orchid_finger,medium,drift,ring,14;15;16,8,17,30,0.05,0.5776881658406262,1.0219654460825047,42
e30742f7f077,orchid_finger,medium,freeze,ring,14;15;16,4,12,26,0.05,1.0852236241781308,1.3880054593804907,42
8c7c0fb1c0f0,orchid_finger,medium,freeze,index,6;7;8,17,27,31,0.05,0.6100702605130571,1.0392665130180205,42
18921f341339,orchid_finger,medium,freeze,pinky,18;19;20,5,17,39,0.05,0.451538523742753,0.7613628705891461,42
2a93c274a81c,orchid_finger,medium,collapse,index,6;7;8,17,29,38,0.05,0.7757086133581231,1.1915801552464602,42
42a4ec684008,orchid_finger,medium,collapse,index,6;7;8,17,27,31,0.05,0.9206172138535783,1.3294855627167845,42
7fb1cb8e0b1e,orchid_finger,medium,freeze,index,6;7;8,18,30,40,0.05,0.5830082770243279,1.4210196394982284,42
6bc2e46f83db,orchid_finger,medium,collapse,pinky,18;19;20,20,29,30,0.05,0.4800079898636798,0.5762014474787532,42
92135167f589,orchid_finger,medium,collapse,ring,14;15;16,19,32,41,0.05,0.47090610713978603,0.6306427648213192,42
7b2397c1169e,orchid_finger,medium,drift,thumb,2;3;4,21,35,44,0.05,0.7344655587528426,1.3026355926053148,42
aeda1bd65a82,orchid_finger,medium,collapse,pinky,18;19;20,10,25,48,0.05,0.4832789366583841,0.6338056973781413,42
2c1e23d635ff,orchid_finger,medium,collapse,pinky,18;19;20,3,13,31,0.05,0.3846775226767131,0.5677366638513827,42
5076fc9a1a84,orchid_finger,medium,freeze,ring,14;15;16,0,9,28,0.05,0.211236509021605,0.6921015839198349,42
c719c5fab19e,orchid_finger,medium,drift,ring,14;15;16,7,19,40,0.05,0.2551859831806841,0.5197689872860489,42
a1eaec3a02b4,orchid_finger,medium,drift,ring,14;15;16,25,36,36,0.05,0.08957109599931133,0.1890411059892176,42
2d78255194cb,orchid_finger,medium,freeze,pinky,18;19;20,9,21,37,0.05,0.244689720215448,0.749090779714602,42
4ad79a00344c,orchid_finger,medium,freeze,index,6;7;8,25,36,36,0.05,0.1203796121689544,0.22197912154897448,42
27d4d7ce2acb,orchid_finger,medium,freeze,thumb,2;3;4,7,21,45,0.05,0.24949404934548786,0.42149463029181927,42
743521b0f73a,orchid_finger,medium,freeze,ring,14;15;16,2,13,36,0.05,0.20021293855364658,0.5579403082605232,42
d42c53f263c8,orchid_finger,medium,collapse,thumb,2;3;4,21,35,44,0.05,0.3615611735381104,0.5017235676329949,42
c70aba6435d2,orchid_finger,medium,freeze,thumb,2;3;4,9,20,35,0.05,0.2003700703410574,0.39731016078297243,42
cc53d590d185,orchid_finger,medium,freeze,index,6;7;8,16,29,43,0.05,0.11610071276784875,0.3310078250272327,42
2df654ae7a73,orchid_finger,medium,freeze,ring,14;15;16,0,12,40,0.05,0.27925449712279615,0.5956441497171775,42
6c2f10962256,orchid_finger,medium,freeze,middle,10;11;12,16,32,51,0.05,0.33031635936507847,0.6474870202922189,42
7e3657292274,orchid_finger,medium,drift,pinky,18;19;20,5,18,43,0.05,0.3009093372793641,0.6199163352616223,42
0de105d64406,orchid_finger,medium,freeze,thumb,2;3;4,6,17,34,0.05,0.1257546646110027,0.27452895670826194,42
c17a0b2ed916,orchid_finger,medium,collapse,ring,14;15;16,22,36,46,0.05,0.1962052629025275,0.3620847172300459,42
a36973700099,orchid_finger,medium,collapse,index,6;7;8,25,36,36,0.05,0.8777138077368478,1.1920250636546086,42
05fccc72741b,orchid_finger,medium,freeze,middle,10;11;12,18,29,35,0.05,0.3332915310460245,0.590557063755613,42
97d5716e7da1,orchid_finger,medium,freeze,thumb,2;3;4,11,23,38,0.05,0.3685744141528927,0.7666740306856344,42
c62c446c0ccf,orchid_finger,medium,freeze,pinky,18;19;20,14,23,28,0.05,0.21571154347145804,0.46921360135922846,42
37a478f65207,orchid_finger,medium,drift,middle,10;11;12,16,25,28,0.05,0.500743306017473,0.8302515622916912,42
c95334b741f6,orchid_finger,medium,collapse,middle,10;11;12,5,15,31,0.05,0.46758490027682703,0.5768574927050788,42
f631b47141c7,orchid_finger,medium,drift,index,6;7;8,20,31,35,0.05,0.3904445910065165,0.7301454176849945,42
e4a25b86c09f,orchid_finger,medium,collapse,ring,14;15;16,28,40,40,0.05,0.4605076924823996,0.6879578388831649,42
1ac2d6ad98c0,orchid_finger,medium,drift,middle,10;11;12,11,22,35,0.05,0.8989117864730327,1.218303219792587,42
ee6710fadfd3,orchid_finger,medium,freeze,middle,10;11;12,21,33,40,0.05,0.6831400768088343,1.2721011898202101,42
f8c41f8182b0,orchid_finger,medium,collapse,thumb,2;3;4,13,22,29,0.05,0.35870030773682576,0.4859313430943867,42
ea0777b243d8,orchid_finger,medium,drift,index,6;7;8,15,29,45,0.05,1.1264736449580237,2.0324118335481782,42
077732e35af3,orchid_finger,medium,freeze,middle,10;11;12,11,19,25,0.05,0.31261151450800956,0.8312693814500022,42
553c0b19a4f6,orchid_finger,medium,collapse,middle,10;11;12,15,28,41,0.05,0.5770754964586293,0.7263597197024295,42
65a0595f435f,orchid_finger,medium,collapse,index,6;7;8,21,32,35,0.05,0.8171749472720149,1.1318995188952066,42
a0ad3bbf32c6,orchid_finger,medium,freeze,middle,10;11;12,14,24,32,0.05,0.1227162007724875,0.32353961903645745,42
2c08816ba325,orchid_finger,medium,collapse,thumb,2;3;4,8,20,38,0.05,0.37881579526070314,0.620793073310675,42
97912d893b82,orchid_finger,medium,freeze,ring,14;15;16,24,42,60,0.05,0.9828427770071473,1.741952372482794,42
a8b6f1321bd5,orchid_finger,medium,collapse,middle,10;11;12,21,33,40,0.05,0.6631598030551081,1.2934274977174083,42
8fa04d7b0a36,orchid_finger,medium,drift,middle,10;11;12,8,16,25,0.05,0.9927104735271112,1.5996560349208178,42
5b21b741b1b5,orchid_finger,medium,collapse,ring,14;15;16,16,24,26,0.05,0.3762341074066177,0.5243753863731906,42
28963d343c56,orchid_finger,medium,freeze,thumb,2;3;4,12,22,32,0.05,0.7793448396669345,1.881700245385327,42
713b83443851,orchid_finger,medium,drift,ring,14;15;16,9,20,35,0.05,0.6466579188495729,1.057073900106589,42
df438784161c,orchid_finger,medium,drift,pinky,18;19;20,18,29,35,0.05,0.4860576470099469,1.0362542390830498,42
5267becf7c76,orchid_finger,medium,drift,thumb,2;3;4,12,22,32,0.05,0.3747520666259409,1.0520414464194197,42
ea9b0c52712b,orchid_finger,medium,freeze,pinky,18;19;20,9,21,37,0.05,0.5980293058693756,0.9671573840732077,42
a5fe68f14455,orchid_finger,medium,collapse,ring,14;15;16,4,18,45,0.05,0.5304809420315192,0.7732508448351212,42
ea3497d6cef4,orchid_finger,medium,drift,middle,10;11;12,19,29,32,0.05,0.3361820463104024,0.8676245376566318,42
e73522e35522,orchid_finger,medium,collapse,pinky,18;19;20,28,41,42,0.05,0.5360817556719095,0.8246120917549045,42
d3e4d9834acb,orchid_finger,medium,collapse,pinky,18;19;20,25,37,37,0.05,0.48766911970803295,0.7724606847819873,42
9e82bd60bcff,orchid_finger,medium,collapse,middle,10;11;12,3,16,43,0.05,0.8217645596871611,1.0942186992059575,42
fbd9a6c1e22c,orchid_finger,medium,collapse,index,6;7;8,12,21,29,0.05,0.7931652771486463,1.2284501611417882,42
3ec659725d6d,orchid_finger,medium,freeze,middle,10;11;12,14,27,42,0.05,0.7573085631325973,1.397157834736627,42
c2c1c6ba4cb1,flower_pinch,medium,freeze,index,6;7;8,8,17,27,0.05,0.587143534619668,1.631397402478596,42
0ea7ad063ed0,flower_pinch,medium,freeze,middle,10;11;12,0,9,28,0.05,0.2304471683988993,0.7929416332380029,42
cdce0ff32f24,flower_pinch,medium,drift,ring,14;15;16,25,37,39,0.05,0.3946090854030074,0.866855366973322,42
637c182456b3,flower_pinch,medium,collapse,thumb,2;3;4,17,27,32,0.05,0.45581529220216027,0.7112913707894216,42
a27fbc906336,flower_pinch,medium,freeze,middle,10;11;12,0,11,35,0.05,0.6671663419781024,1.1533053700430747,42
ef8799305102,flower_pinch,medium,drift,middle,10;11;12,20,33,41,0.05,0.7323652872959061,1.892151994290541,42
f94a82f53977,flower_pinch,medium,freeze,middle,10;11;12,40,59,63,0.05,0.5563337862388813,1.6130534410712132,42
9966bb8d58c8,flower_pinch,medium,drift,index,6;7;8,33,49,52,0.05,0.2755749664463801,0.60665423336662,42
f286e3bd08ff,flower_pinch,medium,collapse,pinky,18;19;20,2,11,29,0.05,0.6627937599791182,1.0440378448442627,42
e3051e08aa18,flower_pinch,medium,freeze,index,6;7;8,2,15,42,0.05,0.34041614640181583,0.6875966986609993,42
13223bfbd5ee,flower_pinch,medium,freeze,ring,14;15;16,32,47,47,0.05,0.11239007782714293,0.21178875876772305,42
4f2b5b9edc58,flower_pinch,medium,collapse,middle,10;11;12,28,40,40,0.05,0.4735945358583742,0.6402016645350346,42
fc3e749cb1f3,flower_pinch,medium,freeze,ring,14;15;16,26,39,42,0.05,0.2603278944776685,0.44810550714248776,42
5a1568c6b575,flower_pinch,medium,freeze,pinky,18;19;20,0,12,37,0.05,0.8912289978791149,1.6301902190634767,42
bdbca1c9b840,flower_pinch,medium,collapse,middle,10;11;12,15,27,37,0.05,0.7177410726104634,1.1691356241910031,42
6250536e5856,flower_pinch,medium,freeze,thumb,2;3;4,11,25,44,0.05,0.3000211219857711,0.9652744298934997,42
e0c87d157b8f,flower_pinch,medium,drift,middle,10;11;12,22,35,41,0.05,0.538865671905673,1.0869723497267902,42
2472e1c1ad51,flower_pinch,medium,drift,pinky,18;19;20,12,21,28,0.05,0.8977711377018585,1.3022208319168171,42
5ca5876b73e7,flower_pinch,medium,freeze,pinky,18;19;20,3,16,42,0.05,0.6177938419137119,1.1642544025824284,42
a17401a3710a,flower_pinch,medium,drift,index,6;7;8,1,14,42,0.05,0.7211033997035502,1.073335089923244,42
1c84fb7a8f72,flower_pinch,medium,collapse,index,6;7;8,15,25,33,0.05,0.7137402355404862,0.9563695718172723,42
2dedc2a68a21,flower_pinch,medium,collapse,pinky,18;19;20,22,35,43,0.05,0.6370886984575039,0.946218142126472,42
4816b5a56406,flower_pinch,medium,collapse,index,6;7;8,27,39,40,0.05,0.6838221876493813,0.8911337561007094,42
597f99241813,flower_pinch,medium,collapse,thumb,2;3;4,19,32,43,0.05,0.4095951022789062,0.6097540630622615,42
837ea2767e1c,flower_pinch,medium,drift,index,6;7;8,4,16,39,0.05,0.26312481140857813,0.49793225753487114,42
3d45f17da2ea,flower_pinch,medium,drift,pinky,18;19;20,11,26,47,0.05,0.3766386397873766,0.5698001186058808,42
4b7e191007f4,flower_pinch,medium,freeze,index,6;7;8,7,22,50,0.05,0.17761662194573896,0.34647760124629756,42
cbef0ec6aba2,flower_pinch,medium,freeze,index,6;7;8,26,41,50,0.05,0.25902533500569114,0.649781885676149,42
b6f557d08f31,flower_pinch,medium,collapse,middle,10;11;12,14,29,49,0.05,0.668307389605322,1.0404212292275932,42
539a413b384f,flower_pinch,medium,collapse,pinky,18;19;20,5,22,56,0.05,0.5885272110277945,0.9843129171213499,42
4b2088a7f4bc,flower_pinch,medium,freeze,middle,10;11;12,23,39,53,0.05,0.36122221156987977,0.6807819814841015,42
909ce0b40aeb,flower_pinch,medium,collapse,middle,10;11;12,20,33,41,0.05,0.48536028580303264,0.6482091699795031,42
de1b27901fcd,flower_pinch,medium,freeze,index,6;7;8,19,32,43,0.05,0.36494329997893854,0.7680774465244763,42
56f5ccb9a473,flower_pinch,medium,drift,index,6;7;8,5,16,35,0.05,0.26865212702631497,0.4447514823510409,42
af36849e1bf1,flower_pinch,medium,collapse,thumb,2;3;4,25,38,43,0.05,0.44719253579246665,0.7389372807080966,42
392a69adcef6,flower_pinch,medium,freeze,thumb,2;3;4,24,35,36,0.05,0.23812125581702948,0.4754445826041174,42
8c5bd6c3925d,flower_pinch,medium,freeze,thumb,2;3;4,5,18,42,0.05,0.529213797088132,1.0236912494105608,42
d9e4eb5486f3,flower_pinch,medium,collapse,ring,14;15;16,22,34,40,0.05,0.6845862609365196,0.9900732585256626,42
5e4f7ed352eb,flower_pinch,medium,drift,middle,10;11;12,4,19,49,0.05,0.19934672451603141,0.49113105592511846,42
98559383b333,flower_pinch,medium,drift,pinky,18;19;20,11,27,52,0.05,0.3010660374824983,0.5725631705969243,42
927d32f10adf,flower_pinch,medium,freeze,ring,14;15;16,20,33,42,0.05,0.3073999560532148,0.9060440894841866,42
6fcd597770ab,flower_pinch,medium,drift,pinky,18;19;20,9,24,50,0.05,0.26549981382935456,0.6700092665049588,42
f85ee5c0252c,flower_pinch,medium,drift,thumb,2;3;4,20,34,46,0.05,0.1790020173077007,0.34570520817538075,42
b0dc5759d572,flower_pinch,medium,collapse,middle,10;11;12,6,17,34,0.05,0.6588883645479287,1.0169159494221347,42
17360e901685,flower_pinch,medium,collapse,thumb,2;3;4,19,28,28,0.05,0.6796729702529064,1.1857013418948659,42
0c54bf5d9c80,flower_pinch,medium,collapse,index,6;7;8,4,15,36,0.05,0.7346765636132279,1.024722808594659,42
8114698d8f25,flower_pinch,medium,drift,pinky,18;19;20,17,32,47,0.05,0.45945982599900836,1.2231668848982442,42
d1f605f1fcc9,flower_pinch,medium,freeze,thumb,2;3;4,8,29,68,0.05,0.2804861984497957,0.7800209056587343,42
70915ba8c98c,flower_pinch,medium,drift,thumb,2;3;4,22,35,43,0.05,0.2211546396216491,0.4678868784101175,42
144ec3480b65,flower_pinch,medium,freeze,index,6;7;8,20,31,36,0.05,0.22345521446929004,0.34441046074659354,42
a4f834da011b,flower_pinch,medium,freeze,pinky,18;19;20,12,24,39,0.05,0.48601748414824214,1.1233541369586584,42
c2467c682e7e,flower_pinch,medium,drift,thumb,2;3;4,11,28,54,0.05,0.14937455149316933,0.3465019138029712,42
9b0d7cac27a4,flower_pinch,medium,drift,ring,14;15;16,2,15,41,0.05,0.13154365830656614,0.23449263301057502,42
e7bd80074a35,flower_pinch,medium,collapse,index,6;7;8,26,39,43,0.05,0.7466827979530363,0.9982212720050715,42
e98094963e55,flower_pinch,medium,drift,pinky,18;19;20,6,16,31,0.05,0.17703725441736104,0.44066381845036817,42
0da65ec5dfa1,flower_pinch,medium,freeze,ring,14;15;16,6,16,33,0.05,0.856687844676459,1.545601030314863,42
7ee41d89e6c5,flower_pinch,medium,drift,thumb,2;3;4,4,16,38,0.05,0.3892738090193879,0.7776744757828864,42
3ae3dfcde5c7,flower_pinch,medium,freeze,pinky,18;19;20,5,16,35,0.05,0.35822193155615434,0.7566580933970849,42
db282ca439ed,flower_pinch,medium,drift,index,6;7;8,8,18,31,0.05,0.26024631054879815,0.6595532064255069,42
8f106121fd14,flower_pinch,medium,collapse,thumb,2;3;4,23,35,39,0.05,0.46969401476040445,0.7288012992100238,42
c55847179934,prayer_beads,medium,freeze,ring,14;15;16,17,26,29,0.05,0.35544815457629764,0.6884836917879028,42
aedea94bab5a,prayer_beads,medium,freeze,pinky,18;19;20,14,25,35,0.05,1.1417918998642949,1.8472411078645712,42
ca086ba3b9cd,prayer_beads,medium,freeze,ring,14;15;16,4,20,52,0.05,0.15867764269578163,0.2901855717642648,42
d0e025e85f60,prayer_beads,medium,collapse,middle,10;11;12,5,13,25,0.05,0.7929211500716077,1.153086749209587,42
93e7d139d98d,prayer_beads,medium,drift,thumb,2;3;4,7,18,34,0.05,0.3134422212593967,0.5832947326608702,42
747c66adf62f,prayer_beads,medium,freeze,middle,10;11;12,16,26,31,0.05,0.3422731949922563,0.5928725585383294,42
02788771595a,prayer_beads,medium,collapse,middle,10;11;12,21,32,35,0.05,0.7941474152265869,1.2641418407097602,42
f406413c3d58,prayer_beads,medium,freeze,middle,10;11;12,13,25,37,0.05,0.1543746909117,0.27817876172457007,42
b8fc1565ebd4,prayer_beads,medium,collapse,pinky,18;19;20,6,17,36,0.05,0.5243782099988471,0.8044584309596714,42
0078bb88405b,prayer_beads,medium,collapse,index,6;7;8,11,22,34,0.05,0.7981513318807787,1.220862966652649,42
f3f4bc4b790b,prayer_beads,medium,drift,thumb,2;3;4,18,28,32,0.05,0.5586831071511045,0.9165348340064352,42
fce4f9cebbe7,prayer_beads,medium,drift,ring,14;15;16,14,25,34,0.05,0.29913192886404594,0.6423196019368872,42
bacc659b8a8f,prayer_beads,medium,collapse,index,6;7;8,10,19,27,0.05,0.6829260165472516,0.9203291251033657,42
ad9e732b29b2,prayer_beads,medium,collapse,index,6;7;8,8,18,31,0.05,0.7145191348412742,0.989215138599721,42
f26082036e3f,prayer_beads,medium,collapse,middle,10;11;12,12,23,35,0.05,0.7652200229075196,1.047632213798453,42
4e5c051aa222,prayer_beads,medium,freeze,thumb,2;3;4,4,14,32,0.05,0.1578873088453658,0.28001697953588545,42
fbcd89dd30a3,prayer_beads,medium,collapse,middle,10;11;12,24,36,39,0.05,0.8257976254777243,1.2579641478946453,42
ee7a7b5dd1d7,prayer_beads,medium,collapse,thumb,2;3;4,2,12,31,0.05,0.31821473142433826,0.5265333493288882,42
44141acbcc3a,prayer_beads,medium,freeze,thumb,2;3;4,7,19,38,0.05,0.19265975639955812,0.3441982680319435,42
f2b323c2533c,prayer_beads,medium,drift,pinky,18;19;20,5,13,26,0.05,0.6706868592860799,0.9543397716065837,42
2a8a7deb3ecb,prayer_beads,medium,drift,middle,10;11;12,6,16,32,0.05,0.400063653114082,0.7962652979323941,42
e2d391c756d3,prayer_beads,medium,drift,thumb,2;3;4,17,28,34,0.05,0.2029100954338548,0.8288337622428029,42
90e40c3b645c,prayer_beads,medium,freeze,index,6;7;8,0,10,32,0.05,0.2899873516477963,0.5836101530748518,42
f499a3f8c193,prayer_beads,medium,freeze,pinky,18;19;20,2,15,42,0.05,0.1328225115480327,0.4370706030236313,42
3c2319a95c1a,prayer_beads,medium,drift,ring,14;15;16,1,9,24,0.05,0.30065022515730494,0.5998179274617659,42
f26e45eb7249,prayer_beads,medium,freeze,ring,14;15;16,17,27,32,0.05,0.1107032571498963,0.2022634035925235,42
e67852a203b2,prayer_beads,medium,collapse,pinky,18;19;20,16,25,28,0.05,0.5373562969845829,0.7459313836412743,42
78df284ad35b,prayer_beads,medium,drift,ring,14;15;16,1,11,32,0.05,0.45681991135251915,0.9416817288786058,42
fccdc04e24f5,prayer_beads,medium,drift,ring,14;15;16,12,22,32,0.05,0.21785921900250424,0.3594119124754545,42
bd273b573d29,prayer_beads,medium,freeze,index,6;7;8,5,17,40,0.05,0.2750539280484433,0.43077500213881764,42
a2d9a5ab5735,prayer_beads,medium,freeze,ring,14;15;16,20,32,37,0.05,0.3959697850427133,1.1527058565583952,42
492ec5de579e,prayer_beads,medium,collapse,pinky,18;19;20,21,32,36,0.05,0.44602009066374215,0.6669445208776408,42
e17fcacd002c,prayer_beads,medium,drift,thumb,2;3;4,6,20,44,0.05,0.17412360240516453,0.3859431344880936,42
8c56b18ab337,prayer_beads,medium,drift,middle,10;11;12,1,14,42,0.05,0.4537094989150046,0.7033707438974903,42
9c98d74e67ff,prayer_beads,medium,freeze,thumb,2;3;4,16,25,27,0.05,0.4691477109550998,0.9069313946112115,42
66710026bce3,prayer_beads,medium,drift,middle,10;11;12,16,28,38,0.05,0.34073410013984695,0.879727905570218,42
4a6c95ae95b0,prayer_beads,medium,drift,middle,10;11;12,23,35,39,0.05,0.5299724031248537,1.2019087777301942,42
26299f73f3f3,prayer_beads,medium,collapse,thumb,2;3;4,4,13,28,0.05,0.2583793708472393,0.5006843184727425,42
4f1e2ed0c7db,prayer_beads,medium,collapse,index,6;7;8,5,13,25,0.05,0.879085129925337,1.378314249544807,42
c5b9fc9e3bb0,prayer_beads,medium,collapse,middle,10;11;12,19,29,33,0.05,0.7477983599884599,1.0150280541939334,42
f0b24a58900a,prayer_beads,medium,collapse,pinky,18;19;20,24,42,57,0.05,0.5834073274070654,1.0439908099013506,42
c44d56eae143,prayer_beads,medium,collapse,ring,14;15;16,11,26,49,0.05,0.7673122667788718,1.2458603955530816,42
d714acc9b9f2,prayer_beads,medium,drift,pinky,18;19;20,11,19,26,0.05,0.10823218319429284,0.1841253015251466,42
3682f386ff1c,prayer_beads,medium,freeze,middle,10;11;12,9,23,44,0.05,0.17596763600935472,0.781234341578551,42
ba5410675a72,prayer_beads,medium,drift,index,6;7;8,33,49,52,0.05,0.6181082193728508,1.4992478203449098,42
be4b7f82fc84,prayer_beads,medium,collapse,index,6;7;8,6,21,48,0.05,0.6985317248214297,1.2571207669034696,42
b3db83d5063a,prayer_beads,medium,drift,pinky,18;19;20,30,43,43,0.05,0.4348905262478818,0.8577390854412082,42
13b67119bca1,prayer_beads,medium,drift,pinky,18;19;20,23,36,42,0.05,0.20398907663581914,0.4247465823665546,42
e49a32eb1560,prayer_beads,medium,collapse,pinky,18;19;20,32,48,51,0.05,0.5142808743048007,0.7487817688248452,42
2af4774187f6,prayer_beads,medium,drift,thumb,2;3;4,28,41,41,0.05,0.12659364769738662,0.27233659206488153,42
eeaedbdb7f0b,prayer_beads,medium,drift,pinky,18;19;20,24,36,37,0.05,0.38884541710429515,1.2837856154679244,42
699ea20fcd1b,prayer_beads,medium,collapse,pinky,18;19;20,14,28,45,0.05,0.6302749554475374,0.929819003304504,42
88d9c6914c6a,prayer_beads,medium,drift,thumb,2;3;4,15,27,40,0.05,0.20965567430064255,0.502729492557161,42
8f5918cf5741,prayer_beads,medium,drift,pinky,18;19;20,17,33,53,0.05,0.6357802939119823,1.9163046286888947,42
7c20efdf5db1,prayer_beads,medium,drift,index,6;7;8,24,36,38,0.05,0.4703675837510002,0.8425171663149436,42
a3bbc3e5bce8,prayer_beads,medium,collapse,thumb,2;3;4,15,28,42,0.05,0.26051769260515595,0.4037350030748677,42
379735a15bb8,prayer_beads,medium,drift,index,6;7;8,1,15,44,0.05,0.9018250196515213,1.7058364009383045,42
abbb4b03db8c,prayer_beads,medium,drift,ring,14;15;16,35,51,53,0.05,0.3007967816152541,0.7453312054340467,42
9897660778b7,prayer_beads,medium,collapse,index,6;7;8,1,12,36,0.05,0.7416544554080691,1.014588370555151,42
53bc9d5f7ebc,prayer_beads,medium,freeze,index,6;7;8,26,38,40,0.05,0.19678473976943353,0.43627470658291384,42
50d5b45a64e5,three_finger_bent,medium,collapse,index,6;7;8,13,29,53,0.05,0.6564374771548652,0.8418583387932528,42
2898570d92e6,three_finger_bent,medium,collapse,index,6;7;8,20,29,29,0.05,0.56556620265349,0.8748810540175658,42
9aa50ec1efaa,three_finger_bent,medium,freeze,ring,14;15;16,24,35,35,0.05,0.12660280094416335,0.27447613380456,42
d5692b1ff000,three_finger_bent,medium,collapse,middle,10;11;12,1,13,37,0.05,0.6965245004151512,1.0431697046270934,42
