sequence_id,label,frame_index,landmark_id,finger_group,corruption_type,severity,duration,random_seed
0078bb88405b,prayer_beads,20,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,21,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,22,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,23,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,24,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,25,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,26,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,27,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,28,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,29,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,30,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,31,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,32,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,33,20,all,gaussian,medium,0,42
010a5011bcfd,orchid_finger,19,14,ring,spike,fixed,3,43
010a5011bcfd,orchid_finger,20,14,ring,spike,fixed,3,43
010a5011bcfd,orchid_finger,21,14,ring,spike,fixed,3,43
05c116dc4ea7,three_finger_bent,25,9,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,25,10,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,25,11,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,25,12,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,26,9,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,26,10,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,26,11,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,26,12,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,27,9,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,27,10,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,27,11,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,27,12,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,28,9,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,28,10,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,28,11,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,28,12,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,29,9,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,29,10,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,29,11,middle,occlusion,short,5,44
05c116dc4ea7,three_finger_bent,29,12,middle,occlusion,short,5,44
088859eb0563,deer_horn,0,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,5,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,6,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,7,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,8,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,9,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,10,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,11,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,12,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,13,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,14,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,15,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,16,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,17,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,18,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,19,all,gaussian,medium,0,45
088859eb0563,deer_horn,0,20,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,5,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,6,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,7,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,8,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,9,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,10,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,11,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,12,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,13,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,14,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,15,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,16,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,17,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,18,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,19,all,gaussian,medium,0,45
088859eb0563,deer_horn,1,20,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,5,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,6,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,7,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,8,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,9,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,10,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,11,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,12,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,13,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,14,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,15,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,16,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,17,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,18,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,19,all,gaussian,medium,0,45
088859eb0563,deer_horn,2,20,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,5,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,6,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,7,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,8,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,9,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,10,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,11,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,12,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,13,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,14,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,15,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,16,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,17,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,18,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,19,all,gaussian,medium,0,45
088859eb0563,deer_horn,3,20,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,5,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,6,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,7,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,8,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,9,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,10,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,11,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,12,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,13,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,14,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,15,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,16,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,17,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,18,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,19,all,gaussian,medium,0,45
088859eb0563,deer_horn,4,20,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,0,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,1,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,2,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,3,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,4,all,gaussian,medium,0,45
088859eb0563,deer_horn,5,5,all,gaussian,medium,0,45
