repeat,seed,shot,classifier,representation,frame_dimensions,encoded_features,num_train,num_test,accuracy,macro_f1,kappa
9,51,3,rf,optimized_action_flex11,11,176,18,115,0.8521739130434782,0.8499171681423298,0.8229808040565012
9,51,3,mlp,optimized_action_flex11,11,176,18,115,0.7913043478260869,0.7967449152582392,0.750067916327085
9,51,3,svm,corrected_pca11,11,176,18,115,0.7739130434782608,0.7761798700823092,0.7287243694429323
9,51,3,knn,corrected_pca11,11,176,18,115,0.6173913043478261,0.5996792096792097,0.5421643141512849
9,51,3,rf,corrected_pca11,11,176,18,115,0.808695652173913,0.8073687309243587,0.7705631631450077
9,51,3,mlp,corrected_pca11,11,176,18,115,0.782608695652174,0.7834912374914031,0.7390870314910609
9,51,3,svm,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7535040995870489,0.697998732228561
9,51,3,knn,optimized_action_pca11,11,176,18,115,0.6521739130434783,0.6499662618083671,0.5840867992766727
9,51,3,rf,optimized_action_pca11,11,176,18,115,0.7913043478260869,0.7921675458894466,0.7494098420192482
9,51,3,mlp,optimized_action_pca11,11,176,18,115,0.7565217391304347,0.7614716512677111,0.7084125690482659
10,52,3,svm,joint_angle11,11,176,18,115,0.7652173913043478,0.7653288957859566,0.7190553745928339
10,52,3,knn,joint_angle11,11,176,18,115,0.7130434782608696,0.703968253968254,0.6560319042871386
10,52,3,rf,joint_angle11,11,176,18,115,0.8260869565217391,0.8260794689803257,0.7916289182822975
10,52,3,mlp,joint_angle11,11,176,18,115,0.7130434782608696,0.71172133314233,0.656218860404022
10,52,3,svm,corrected17,17,272,18,115,0.7130434782608696,0.7148647631095448,0.6565921636051035
10,52,3,knn,corrected17,17,272,18,115,0.6434782608695652,0.6169647872630684,0.5731486510954191
10,52,3,rf,corrected17,17,272,18,115,0.8,0.7931599454304846,0.7606984529087126
10,52,3,mlp,corrected17,17,272,18,115,0.7913043478260869,0.7894302284546187,0.7501131733816206
10,52,3,svm,optimized_action17,17,272,18,115,0.7304347826086957,0.7379208255818662,0.6772587361940974
10,52,3,knn,optimized_action17,17,272,18,115,0.6608695652173913,0.634879869234708,0.5937867946743954
10,52,3,rf,optimized_action17,17,272,18,115,0.7652173913043478,0.7648287385129491,0.718800941858359
10,52,3,mlp,optimized_action17,17,272,18,115,0.7565217391304347,0.7475951161714066,0.7085709113946963
10,52,3,svm,corrected_flex11,11,176,18,115,0.7565217391304347,0.7614020754500631,0.7083861619271872
10,52,3,knn,corrected_flex11,11,176,18,115,0.6782608695652174,0.6646798620482831,0.6138838475499091
10,52,3,rf,corrected_flex11,11,176,18,115,0.7652173913043478,0.7576912989973573,0.7191316146540028
10,52,3,mlp,corrected_flex11,11,176,18,115,0.7391304347826086,0.736064206795914,0.6874716912763837
10,52,3,svm,optimized_action_flex11,11,176,18,115,0.7739130434782608,0.7740242933033463,0.7293627805937726
10,52,3,knn,optimized_action_flex11,11,176,18,115,0.7043478260869566,0.6921065587732255,0.6453836386722294
10,52,3,rf,optimized_action_flex11,11,176,18,115,0.7652173913043478,0.7602836568176747,0.718800941858359
10,52,3,mlp,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.7465568672885746,0.6980260775081492
10,52,3,svm,corrected_pca11,11,176,18,115,0.8173913043478261,0.8173221031452739,0.7808132147395171
10,52,3,knn,corrected_pca11,11,176,18,115,0.6086956521739131,0.5824985802934636,0.5309100797679478
10,52,3,rf,corrected_pca11,11,176,18,115,0.8260869565217391,0.8257310665979398,0.7915911562160203
10,52,3,mlp,corrected_pca11,11,176,18,115,0.7478260869565218,0.7517083055103142,0.697560533236601
10,52,3,svm,optimized_action_pca11,11,176,18,115,0.808695652173913,0.806085219815197,0.7703132092600999
10,52,3,knn,optimized_action_pca11,11,176,18,115,0.6260869565217392,0.6161812202134783,0.5510259669511531
10,52,3,rf,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8086214818772959,0.7709370755998189
10,52,3,mlp,optimized_action_pca11,11,176,18,115,0.7652173913043478,0.7696398974262751,0.7179324127906976
11,53,3,svm,joint_angle11,11,176,18,115,0.8347826086956521,0.8404517165407078,0.8017061439332063
11,53,3,knn,joint_angle11,11,176,18,115,0.7304347826086957,0.715023607390394,0.6769370185772541
11,53,3,rf,joint_angle11,11,176,18,115,0.8173913043478261,0.8120482873940992,0.7806937885942609
11,53,3,mlp,joint_angle11,11,176,18,115,0.8608695652173913,0.8631612381612381,0.8331065759637188
11,53,3,svm,corrected17,17,272,18,115,0.8347826086956521,0.8419301569010872,0.8016161249319048
11,53,3,knn,corrected17,17,272,18,115,0.7478260869565218,0.7215949715949715,0.6973684210526316
11,53,3,rf,corrected17,17,272,18,115,0.7913043478260869,0.7776546242301023,0.7493643298220123
11,53,3,mlp,corrected17,17,272,18,115,0.8608695652173913,0.8558981495514004,0.832833651312801
11,53,3,svm,optimized_action17,17,272,18,115,0.8347826086956521,0.8420399085721666,0.8014358415121774
11,53,3,knn,optimized_action17,17,272,18,115,0.7565217391304347,0.739246108582493,0.7073259407380477
11,53,3,rf,optimized_action17,17,272,18,115,0.8260869565217391,0.8179630062608786,0.7910990009082652
11,53,3,mlp,optimized_action17,17,272,18,115,0.8260869565217391,0.8234845576725047,0.7910230783209159
11,53,3,svm,corrected_flex11,11,176,18,115,0.8347826086956521,0.8408529299976669,0.801598111322982
11,53,3,knn,corrected_flex11,11,176,18,115,0.7391304347826086,0.7215914150797872,0.6871599564744287
11,53,3,rf,corrected_flex11,11,176,18,115,0.8173913043478261,0.8093348139079847,0.7807336117668422
11,53,3,mlp,corrected_flex11,11,176,18,115,0.8434782608695652,0.8416661780155094,0.8120744439400818
11,53,3,svm,optimized_action_flex11,11,176,18,115,0.8260869565217391,0.8325192716640085,0.791250680704302
11,53,3,knn,optimized_action_flex11,11,176,18,115,0.7130434782608696,0.6906165729695141,0.6560319042871385
11,53,3,rf,optimized_action_flex11,11,176,18,115,0.8347826086956521,0.8302714578768625,0.8016521423384169
11,53,3,mlp,optimized_action_flex11,11,176,18,115,0.8521739130434782,0.851673533533103,0.8225308641975309
11,53,3,svm,corrected_pca11,11,176,18,115,0.808695652173913,0.8169515648636715,0.7699581742134933
11,53,3,knn,corrected_pca11,11,176,18,115,0.8173913043478261,0.798843748843749,0.7803547066848567
11,53,3,rf,corrected_pca11,11,176,18,115,0.8782608695652174,0.8761333413195568,0.8536097472267685
11,53,3,mlp,corrected_pca11,11,176,18,115,0.7739130434782608,0.7587062886554099,0.7280087328299827
11,53,3,svm,optimized_action_pca11,11,176,18,115,0.8347826086956521,0.8351539638133345,0.8013455768706246
11,53,3,knn,optimized_action_pca11,11,176,18,115,0.7043478260869566,0.7070728139998089,0.6443514644351465
11,53,3,rf,optimized_action_pca11,11,176,18,115,0.8608695652173913,0.858496189916563,0.833136845923642
11,53,3,mlp,optimized_action_pca11,11,176,18,115,0.8,0.8040085817524841,0.7596110151776788
12,54,3,svm,joint_angle11,11,176,18,115,0.7391304347826086,0.7502447443623913,0.6878675472722338
12,54,3,knn,joint_angle11,11,176,18,115,0.7565217391304347,0.7572157003916216,0.7076182693180786
12,54,3,rf,joint_angle11,11,176,18,115,0.8521739130434782,0.8473151290063999,0.8230448950036205
12,54,3,mlp,joint_angle11,11,176,18,115,0.7565217391304347,0.7512822974339283,0.7081218274111676
12,54,3,svm,corrected17,17,272,18,115,0.7478260869565218,0.7629539535112291,0.6984629294755877
12,54,3,knn,corrected17,17,272,18,115,0.7652173913043478,0.758080529509101,0.7188264058679708
12,54,3,rf,corrected17,17,272,18,115,0.8,0.7827511242145389,0.7609795770829568
12,54,3,mlp,corrected17,17,272,18,115,0.6608695652173913,0.6457784904324892,0.5927540179787524
12,54,3,svm,optimized_action17,17,272,18,115,0.7391304347826086,0.7502392575921988,0.6880650994575046
12,54,3,knn,optimized_action17,17,272,18,115,0.7478260869565218,0.7399453508558617,0.697998732228561
12,54,3,rf,optimized_action17,17,272,18,115,0.808695652173913,0.798972768327607,0.7710407239819005
12,54,3,mlp,optimized_action17,17,272,18,115,0.6956521739130435,0.6872626944055517,0.6349206349206349
12,54,3,svm,corrected_flex11,11,176,18,115,0.7391304347826086,0.7461614275339766,0.688177874186551
12,54,3,knn,corrected_flex11,11,176,18,115,0.7739130434782608,0.7694788935492597,0.7292647591452373
12,54,3,rf,corrected_flex11,11,176,18,115,0.8521739130434782,0.8434223304404265,0.8230609104896371
12,54,3,mlp,corrected_flex11,11,176,18,115,0.7304347826086957,0.7288696285024314,0.6764385550916683
12,54,3,svm,optimized_action_flex11,11,176,18,115,0.7304347826086957,0.7390251358064898,0.6773171614771905
12,54,3,knn,optimized_action_flex11,11,176,18,115,0.782608695652174,0.7807564861348432,0.7395361478528719
12,54,3,rf,optimized_action_flex11,11,176,18,115,0.808695652173913,0.7955103022386454,0.7711856742335172
12,54,3,mlp,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.7428589366971909,0.6974782293178519
12,54,3,svm,corrected_pca11,11,176,18,115,0.7217391304347827,0.7301163354365889,0.6663947058290274
12,54,3,knn,corrected_pca11,11,176,18,115,0.6782608695652174,0.6862593299374908,0.6133575647432985
12,54,3,rf,corrected_pca11,11,176,18,115,0.8434782608695652,0.8436566265513635,0.8124490350638761
12,54,3,mlp,corrected_pca11,11,176,18,115,0.7391304347826086,0.7400574371162606,0.6864206507907653
12,54,3,svm,optimized_action_pca11,11,176,18,115,0.7130434782608696,0.7279561456032044,0.6564989138305576
12,54,3,knn,optimized_action_pca11,11,176,18,115,0.7304347826086957,0.7400161838358487,0.6757322175732217
12,54,3,rf,optimized_action_pca11,11,176,18,115,0.8,0.7974006557597889,0.7604600615830466
12,54,3,mlp,optimized_action_pca11,11,176,18,115,0.7043478260869566,0.7103174603174603,0.6448683015440508
13,55,3,svm,joint_angle11,11,176,18,115,0.8956521739130435,0.8984583353004406,0.8746821649110061
13,55,3,knn,joint_angle11,11,176,18,115,0.8260869565217391,0.8237148275621918,0.7918175235336713
13,55,3,rf,joint_angle11,11,176,18,115,0.8434782608695652,0.8446921473237262,0.8121426626735638
13,55,3,mlp,joint_angle11,11,176,18,115,0.8782608695652174,0.8800496300496302,0.8537825810553084
13,55,3,svm,corrected17,17,272,18,115,0.8521739130434782,0.8576518734402225,0.8226435634582236
13,55,3,knn,corrected17,17,272,18,115,0.782608695652174,0.783374359844948,0.7397954566024074
13,55,3,rf,corrected17,17,272,18,115,0.8782608695652174,0.8799103106548549,0.8539152526993921
13,55,3,mlp,corrected17,17,272,18,115,0.8956521739130435,0.8979571479250555,0.8747958628198149
13,55,3,svm,optimized_action17,17,272,18,115,0.8434782608695652,0.8485325889417963,0.8121597096188747
13,55,3,knn,optimized_action17,17,272,18,115,0.7739130434782608,0.7796072611097277,0.729215721789531
13,55,3,rf,optimized_action17,17,272,18,115,0.8434782608695652,0.8426069469493025,0.8122278664731495
13,55,3,mlp,optimized_action17,17,272,18,115,0.8956521739130435,0.8985216924241314,0.8748072212646285
13,55,3,svm,corrected_flex11,11,176,18,115,0.8695652173913043,0.873981573981574,0.8434806278922058
13,55,3,knn,corrected_flex11,11,176,18,115,0.782608695652174,0.7855524071061669,0.7399366802351877
13,55,3,rf,corrected_flex11,11,176,18,115,0.8695652173913043,0.871919996919997,0.8435090265807856
13,55,3,mlp,corrected_flex11,11,176,18,115,0.8434782608695652,0.8451455384027923,0.8119720228903624
13,55,3,svm,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.8490106337755075,0.8120915032679739
13,55,3,knn,optimized_action_flex11,11,176,18,115,0.7652173913043478,0.767655701118923,0.7190807925450104
13,55,3,rf,optimized_action_flex11,11,176,18,115,0.8608695652173913,0.8609688438314883,0.8332275899574005
13,55,3,mlp,optimized_action_flex11,11,176,18,115,0.8521739130434782,0.8557334999195465,0.8224986380969674
13,55,3,svm,corrected_pca11,11,176,18,115,0.8695652173913043,0.875504690913898,0.8434664246823956
13,55,3,knn,corrected_pca11,11,176,18,115,0.7217391304347827,0.7282476751301981,0.6667572217694467
13,55,3,rf,corrected_pca11,11,176,18,115,0.8521739130434782,0.855913160000506,0.8222727272727273
13,55,3,mlp,corrected_pca11,11,176,18,115,0.8173913043478261,0.823022173022173,0.7806937885942609
13,55,3,svm,optimized_action_pca11,11,176,18,115,0.8434782608695652,0.849496446452671,0.8121085594989561
13,55,3,knn,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.82787288698995,0.7808728790490881
13,55,3,rf,optimized_action_pca11,11,176,18,115,0.8695652173913043,0.8733405483405484,0.8434380105282265
13,55,3,mlp,optimized_action_pca11,11,176,18,115,0.8347826086956521,0.836837307232044,0.8013094480312812
14,56,3,svm,joint_angle11,11,176,18,115,0.7391304347826086,0.7340577598560792,0.6859353664087392
14,56,3,knn,joint_angle11,11,176,18,115,0.7217391304347827,0.7244340686201151,0.6668175645088277
14,56,3,rf,joint_angle11,11,176,18,115,0.8521739130434782,0.855221772294943,0.822740048961828
14,56,3,mlp,joint_angle11,11,176,18,115,0.7217391304347827,0.7274709941590558,0.6660617059891107
14,56,3,svm,corrected17,17,272,18,115,0.7217391304347827,0.720630995021239,0.6656976744186047
14,56,3,knn,corrected17,17,272,18,115,0.7043478260869566,0.6850169176693486,0.6467293097217203
14,56,3,rf,corrected17,17,272,18,115,0.7565217391304347,0.7592603016751625,0.7079365079365079
14,56,3,mlp,corrected17,17,272,18,115,0.7217391304347827,0.7179692856163445,0.6662434246326864
14,56,3,svm,optimized_action17,17,272,18,115,0.6782608695652174,0.6914862914862915,0.6120532458059811
14,56,3,knn,optimized_action17,17,272,18,115,0.7043478260869566,0.6946321543240671,0.6464737793851718
14,56,3,rf,optimized_action17,17,272,18,115,0.808695652173913,0.8077350077350078,0.7707502718376223
14,56,3,mlp,optimized_action17,17,272,18,115,0.7130434782608696,0.70765577135571,0.655375953505267
14,56,3,svm,corrected_flex11,11,176,18,115,0.7130434782608696,0.7132779037540943,0.6551880792295112
14,56,3,knn,corrected_flex11,11,176,18,115,0.6869565217391305,0.6764643361417555,0.6257119609438568
14,56,3,rf,corrected_flex11,11,176,18,115,0.8434782608695652,0.8458563223269105,0.8124150430448573
14,56,3,mlp,corrected_flex11,11,176,18,115,0.7478260869565218,0.7497911445279867,0.697423335147886
14,56,3,svm,optimized_action_flex11,11,176,18,115,0.7391304347826086,0.7374070487000287,0.686449150231755
14,56,3,knn,optimized_action_flex11,11,176,18,115,0.7217391304347827,0.7150154838913112,0.6671791625214796
14,56,3,rf,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8186971894288968,0.7810913705583756
14,56,3,mlp,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.750248603529582,0.6974507847228522
14,56,3,svm,corrected_pca11,11,176,18,115,0.7217391304347827,0.7218640806198411,0.6650282177316584
14,56,3,knn,corrected_pca11,11,176,18,115,0.782608695652174,0.7843176033051247,0.7390870314910609
14,56,3,rf,corrected_pca11,11,176,18,115,0.7652173913043478,0.7607932182271256,0.7174961331998908
14,56,3,mlp,corrected_pca11,11,176,18,115,0.7478260869565218,0.7462195650249456,0.6965699208443272
14,56,3,svm,optimized_action_pca11,11,176,18,115,0.7043478260869566,0.7114910312769475,0.6443514644351465
14,56,3,knn,optimized_action_pca11,11,176,18,115,0.7304347826086957,0.7343367375798994,0.6770833333333333
14,56,3,rf,optimized_action_pca11,11,176,18,115,0.7217391304347827,0.7015458060038754,0.6649367203860512
14,56,3,mlp,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7574556304735333,0.6967906173288481
15,57,3,svm,joint_angle11,11,176,18,115,0.6956521739130435,0.6822823376014865,0.6365032059965683
15,57,3,knn,joint_angle11,11,176,18,115,0.7217391304347827,0.6918276330557033,0.6675099385616191
15,57,3,rf,joint_angle11,11,176,18,115,0.8347826086956521,0.8304906475638183,0.8021729289271163
15,57,3,mlp,joint_angle11,11,176,18,115,0.7217391304347827,0.7139740390291586,0.6674798951838801
15,57,3,svm,corrected17,17,272,18,115,0.7217391304347827,0.709833007276985,0.6676600740540053
15,57,3,knn,corrected17,17,272,18,115,0.7304347826086957,0.7014617185924105,0.6779002529815684
15,57,3,rf,corrected17,17,272,18,115,0.8,0.7924814345546053,0.7604600615830466
15,57,3,mlp,corrected17,17,272,18,115,0.7130434782608696,0.6896851237304557,0.6569956616052062
15,57,3,svm,optimized_action17,17,272,18,115,0.7043478260869566,0.6966276725779327,0.6466973886328726
15,57,3,knn,optimized_action17,17,272,18,115,0.6521739130434783,0.6165262410610705,0.5842747401717127
15,57,3,rf,optimized_action17,17,272,18,115,0.7478260869565218,0.7377464700094967,0.6984083921143064
15,57,3,mlp,optimized_action17,17,272,18,115,0.6521739130434783,0.6294277798009613,0.584237165582068
15,57,3,svm,corrected_flex11,11,176,18,115,0.7043478260869566,0.6915334937393761,0.6468888286823806
15,57,3,knn,corrected_flex11,11,176,18,115,0.7391304347826086,0.7095260380774097,0.6884875846501128
15,57,3,rf,corrected_flex11,11,176,18,115,0.8521739130434782,0.8526942355889724,0.8229487411700779
15,57,3,mlp,corrected_flex11,11,176,18,115,0.6521739130434783,0.6122164538329952,0.5848375451263539
15,57,3,svm,optimized_action_flex11,11,176,18,115,0.7043478260869566,0.6940968142055098,0.6465696465696467
15,57,3,knn,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.7204226843990251,0.6988169421114423
15,57,3,rf,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8119658119658119,0.7815665701881331
15,57,3,mlp,optimized_action_flex11,11,176,18,115,0.6782608695652174,0.641094545735844,0.6157319606249436
15,57,3,svm,corrected_pca11,11,176,18,115,0.7217391304347827,0.7142900193912948,0.6672092602640622
15,57,3,knn,corrected_pca11,11,176,18,115,0.7652173913043478,0.7668940870695257,0.7189536567704562
15,57,3,rf,corrected_pca11,11,176,18,115,0.8,0.7972385736065627,0.7598510986017796
15,57,3,mlp,corrected_pca11,11,176,18,115,0.7739130434782608,0.7817528876352405,0.7291666666666667
15,57,3,svm,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7499646050066217,0.6981627296587927
15,57,3,knn,optimized_action_pca11,11,176,18,115,0.7739130434782608,0.7750883619304673,0.7288473746259182
15,57,3,rf,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8157234618497172,0.7806937885942609
15,57,3,mlp,optimized_action_pca11,11,176,18,115,0.6782608695652174,0.6805971476703183,0.6144086995922066
16,58,3,svm,joint_angle11,11,176,18,115,0.808695652173913,0.8024111078711685,0.7711235751764067
16,58,3,knn,joint_angle11,11,176,18,115,0.7913043478260869,0.788449184195933,0.7501131733816206
16,58,3,rf,joint_angle11,11,176,18,115,0.9043478260869565,0.905270056740645,0.8851982938560667
16,58,3,mlp,joint_angle11,11,176,18,115,0.8608695652173913,0.8624070256423199,0.833303134625838
16,58,3,svm,corrected17,17,272,18,115,0.8173913043478261,0.8147266855370234,0.7812301838934685
16,58,3,knn,corrected17,17,272,18,115,0.7652173913043478,0.7639077853363568,0.7182395644283122
16,58,3,rf,corrected17,17,272,18,115,0.8434782608695652,0.8402837045935901,0.8120232473665092
16,58,3,mlp,corrected17,17,272,18,115,0.8521739130434782,0.8512418859998715,0.8226596516690856
16,58,3,svm,optimized_action17,17,272,18,115,0.8260869565217391,0.8215950715950716,0.7917232636059042
16,58,3,knn,optimized_action17,17,272,18,115,0.7391304347826086,0.7291852810968255,0.6867907399001362
16,58,3,rf,optimized_action17,17,272,18,115,0.8347826086956521,0.8330418454131269,0.801399745500818
16,58,3,mlp,optimized_action17,17,272,18,115,0.8521739130434782,0.8548798720304421,0.8226757369614512
16,58,3,svm,corrected_flex11,11,176,18,115,0.8260869565217391,0.8226959753275542,0.7917986783742192
16,58,3,knn,corrected_flex11,11,176,18,115,0.7913043478260869,0.7901225925653907,0.7500452816518747
16,58,3,rf,corrected_flex11,11,176,18,115,0.8695652173913043,0.8678007985453428,0.843395369950068
16,58,3,mlp,corrected_flex11,11,176,18,115,0.8695652173913043,0.8649825606273199,0.8438914027149321
16,58,3,svm,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.811484105563053,0.781467740475975
16,58,3,knn,optimized_action_flex11,11,176,18,115,0.8,0.8010835740586802,0.7602646605637633
16,58,3,rf,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.8361660341558191,0.8120232473665092
16,58,3,mlp,optimized_action_flex11,11,176,18,115,0.8608695652173913,0.8590983077013433,0.8333786108847234
16,58,3,svm,corrected_pca11,11,176,18,115,0.8,0.799340932717056,0.7602646605637633
16,58,3,knn,corrected_pca11,11,176,18,115,0.6695652173913044,0.64951116492983,0.601240989141345
16,58,3,rf,corrected_pca11,11,176,18,115,0.8521739130434782,0.8519546415057251,0.8227239753355096
16,58,3,mlp,corrected_pca11,11,176,18,115,0.8434782608695652,0.8475215187289491,0.8120403159901934
16,58,3,svm,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8088440088440088,0.7706047692447185
16,58,3,knn,optimized_action_pca11,11,176,18,115,0.6956521739130435,0.699302761359499,0.6335579024034961
16,58,3,rf,optimized_action_pca11,11,176,18,115,0.8695652173913043,0.8693256259810728,0.8433527061387577
16,58,3,mlp,optimized_action_pca11,11,176,18,115,0.7565217391304347,0.7598434245493069,0.7076182693180786
17,59,3,svm,joint_angle11,11,176,18,115,0.7391304347826086,0.7514973754104188,0.6868191721132897
17,59,3,knn,joint_angle11,11,176,18,115,0.6956521739130435,0.6494054033527717,0.6328894564027727
17,59,3,rf,joint_angle11,11,176,18,115,0.8695652173913043,0.8705152459512925,0.8432245751158776
17,59,3,mlp,joint_angle11,11,176,18,115,0.7739130434782608,0.7726121328095013,0.728157105191381
17,59,3,svm,corrected17,17,272,18,115,0.7217391304347827,0.743875941849608,0.6663947058290274
17,59,3,knn,corrected17,17,272,18,115,0.7391304347826086,0.7139951998442564,0.6862495452891961
17,59,3,rf,corrected17,17,272,18,115,0.9217391304347826,0.9224989798160531,0.9060883767353235
17,59,3,mlp,corrected17,17,272,18,115,0.7304347826086957,0.7317287680812773,0.6768198712718702
17,59,3,svm,optimized_action17,17,272,18,115,0.782608695652174,0.7913518942930707,0.7390870314910609
17,59,3,knn,optimized_action17,17,272,18,115,0.7043478260869566,0.6700588099305481,0.6439952654101794
17,59,3,rf,optimized_action17,17,272,18,115,0.8608695652173913,0.8599990444765663,0.8328488372093024
17,59,3,mlp,optimized_action17,17,272,18,115,0.7391304347826086,0.7394084769594063,0.6872450367147132
17,59,3,svm,corrected_flex11,11,176,18,115,0.7304347826086957,0.7419435669435669,0.6767026389770563
17,59,3,knn,corrected_flex11,11,176,18,115,0.6782608695652174,0.6232610470783837,0.6121593291404612
17,59,3,rf,corrected_flex11,11,176,18,115,0.8608695652173913,0.85707447299965,0.8328032712403453
17,59,3,mlp,corrected_flex11,11,176,18,115,0.7217391304347827,0.709174374818974,0.6655457602472052
17,59,3,svm,optimized_action_flex11,11,176,18,115,0.7391304347826086,0.7489828346691341,0.6869896570495373
17,59,3,knn,optimized_action_flex11,11,176,18,115,0.6956521739130435,0.6477445718673789,0.6329898787270904
17,59,3,rf,optimized_action_flex11,11,176,18,115,0.8347826086956521,0.8324929971988796,0.8013455768706246
17,59,3,mlp,optimized_action_flex11,11,176,18,115,0.7130434782608696,0.6948958692529823,0.6554072459820213
17,59,3,svm,corrected_pca11,11,176,18,115,0.7217391304347827,0.74479869545659,0.6667270422024996
17,59,3,knn,corrected_pca11,11,176,18,115,0.6869565217391305,0.6680045417054962,0.6238415409776485
17,59,3,rf,corrected_pca11,11,176,18,115,0.8173913043478261,0.8178058674849432,0.7810119695321001
17,59,3,mlp,corrected_pca11,11,176,18,115,0.7391304347826086,0.7410785060279462,0.6863636363636363
17,59,3,svm,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7554847530457286,0.697587957925281
17,59,3,knn,optimized_action_pca11,11,176,18,115,0.7391304347826086,0.6912547094917917,0.6860496860496861
17,59,3,rf,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8097685191716,0.7703549060542798
17,59,3,mlp,optimized_action_pca11,11,176,18,115,0.7652173913043478,0.7642197626411766,0.7177529315516772
18,60,3,svm,joint_angle11,11,176,18,115,0.8608695652173913,0.8642742871240946,0.833015700154279
18,60,3,knn,joint_angle11,11,176,18,115,0.8173913043478261,0.8167896386722412,0.7805343511450382
18,60,3,rf,joint_angle11,11,176,18,115,0.8782608695652174,0.8790812976903203,0.8535698044565712
18,60,3,mlp,joint_angle11,11,176,18,115,0.808695652173913,0.809531375320849,0.7702714973213476
18,60,3,svm,corrected17,17,272,18,115,0.8173913043478261,0.8252776335093408,0.7807535179300953
18,60,3,knn,corrected17,17,272,18,115,0.8695652173913043,0.8713866305329719,0.8434948285247686
18,60,3,rf,corrected17,17,272,18,115,0.8956521739130435,0.8978452228131304,0.8748526344427314
18,60,3,mlp,corrected17,17,272,18,115,0.8434782608695652,0.8441296755812885,0.8121085594989561
18,60,3,svm,optimized_action17,17,272,18,115,0.8,0.8068068068068067,0.7599382828099474
18,60,3,knn,optimized_action17,17,272,18,115,0.808695652173913,0.8091434573542716,0.7707087185064346
18,60,3,rf,optimized_action17,17,272,18,115,0.8260869565217391,0.8296279729206558,0.7912696251928487
18,60,3,mlp,optimized_action17,17,272,18,115,0.7652173913043478,0.7675761401232243,0.7181116659101225
18,60,3,svm,corrected_flex11,11,176,18,115,0.8347826086956521,0.839074504543054,0.8017241379310345
18,60,3,knn,corrected_flex11,11,176,18,115,0.8260869565217391,0.8290010741138562,0.7907759483307559
18,60,3,rf,corrected_flex11,11,176,18,115,0.8521739130434782,0.8547995587997245,0.8224986380969674
18,60,3,mlp,corrected_flex11,11,176,18,115,0.8434782608695652,0.8458693327114379,0.8120061756425393
18,60,3,svm,optimized_action_flex11,11,176,18,115,0.8260869565217391,0.8313284195637136,0.791231732776618
18,60,3,knn,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8205690252722727,0.7804745023179711
18,60,3,rf,optimized_action_flex11,11,176,18,115,0.8521739130434782,0.8546802451515852,0.8223534756928669
18,60,3,mlp,optimized_action_flex11,11,176,18,115,0.8608695652173913,0.8643938722886092,0.8328792007266121
18,60,3,svm,corrected_pca11,11,176,18,115,0.8260869565217391,0.8361102363056426,0.7911748683493735
18,60,3,knn,corrected_pca11,11,176,18,115,0.808695652173913,0.8151493930905697,0.7703757487747322
18,60,3,rf,corrected_pca11,11,176,18,115,0.9043478260869565,0.9041915056620939,0.8852399528259095
18,60,3,mlp,corrected_pca11,11,176,18,115,0.8695652173913043,0.8723474725022712,0.8432530667878237
18,60,3,svm,optimized_action_pca11,11,176,18,115,0.7913043478260869,0.7995658303595485,0.7493870879869245
18,60,3,knn,optimized_action_pca11,11,176,18,115,0.7391304347826086,0.7392629219000103,0.6870748299319729
18,60,3,rf,optimized_action_pca11,11,176,18,115,0.8608695652173913,0.8624634624634625,0.8327728801236026
18,60,3,mlp,optimized_action_pca11,11,176,18,115,0.782608695652174,0.7861496761496761,0.7384461426491994
19,61,3,svm,joint_angle11,11,176,18,115,0.6782608695652174,0.6980864681295715,0.6122300191378839
19,61,3,knn,joint_angle11,11,176,18,115,0.7217391304347827,0.696900520033935,0.6675399765109766
19,61,3,rf,joint_angle11,11,176,18,115,0.7565217391304347,0.7568564736034958,0.7079629965536006
19,61,3,mlp,joint_angle11,11,176,18,115,0.7739130434782608,0.7717701507175191,0.7289456984860847
19,61,3,svm,corrected17,17,272,18,115,0.6608695652173913,0.6841398717654098,0.5910085719496626
19,61,3,knn,corrected17,17,272,18,115,0.7304347826086957,0.6975495326335661,0.6783361905621221
19,61,3,rf,corrected17,17,272,18,115,0.7913043478260869,0.7829741269903941,0.7502488462582572
19,61,3,mlp,corrected17,17,272,18,115,0.7652173913043478,0.7444779253349175,0.7195375304850511
